epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
0	1.6184	1.6112	|	0.0667	0.2000	0.2000	0.2000	|	0.0667	0.2000	0.2000	0.2000	|  Best result at epoch 0
1	1.6107	1.6112	|	0.0667	0.2000	0.2000	0.2000	|	0.0667	0.2000	0.2000	0.2000	|  Best result at epoch 0
2	1.6104	1.6098	|	0.0667	0.2000	0.2000	0.2000	|	0.0667	0.2000	0.2000	0.2000	|  Best result at epoch 0
3	1.6105	1.6105	|	0.0667	0.2000	0.2000	0.2000	|	0.0667	0.2000	0.2000	0.2000	|  Best result at epoch 0
4	1.6105	1.6101	|	0.0667	0.2000	0.2000	0.2000	|	0.0667	0.2000	0.2000	0.2000	|  Best result at epoch 0
5	1.6104	1.6104	|	0.0667	0.2000	0.2000	0.2000	|	0.0667	0.2000	0.2000	0.2000	|  Best result at epoch 0
6	1.6106	1.6098	|	0.0667	0.2000	0.2000	0.2000	|	0.0667	0.2000	0.2000	0.2000	|  Best result at epoch 0
7	1.6107	1.6103	|	0.0667	0.2000	0.2000	0.2000	|	0.0667	0.2000	0.2000	0.2000	|  Best result at epoch 0
8	1.6106	1.6099	|	0.0667	0.2000	0.2000	0.2000	|	0.0667	0.2000	0.2000	0.2000	|  Best result at epoch 0
9	1.6105	1.6098	|	0.0667	0.2000	0.2000	0.2000	|	0.0667	0.2000	0.2000	0.2000	|  Best result at epoch 0
10	1.6105	1.6102	|	0.0667	0.2000	0.2000	0.2000	|	0.0667	0.2000	0.2000	0.2000	|  Best result at epoch 0
11	1.6107	1.6100	|	0.0667	0.2000	0.2000	0.2000	|	0.0667	0.2000	0.2000	0.2000	|  Best result at epoch 0
12	1.6107	1.6105	|	0.0667	0.2000	0.2000	0.2000	|	0.0667	0.2000	0.2000	0.2000	|  Best result at epoch 0
13	1.6103	1.6100	|	0.0667	0.2000	0.2000	0.2000	|	0.0667	0.2000	0.2000	0.2000	|  Best result at epoch 0
