epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
27	0.5731	2.4712	|	0.5250	0.5714	0.5714	0.5714	|	0.3031	0.3662	0.3662	0.3662	|  Best result at epoch 0
28	0.5675	3.3177	|	0.4431	0.4554	0.4554	0.4554	|	0.2707	0.3378	0.3378	0.3378	|  Best result at epoch 0
29	0.5730	2.6025	|	0.4431	0.4554	0.4554	0.4554	|	0.3031	0.3662	0.3662	0.3662	|  Best result at epoch 0
30	0.5682	2.7252	|	0.5251	0.5714	0.5714	0.5714	|	0.2682	0.3378	0.3378	0.3378	|  Best result at epoch 0
31	0.5728	2.9491	|	0.4431	0.4554	0.4554	0.4554	|	0.3031	0.3662	0.3662	0.3662	|  Best result at epoch 0
32	0.5722	3.0204	|	0.4431	0.4554	0.4554	0.4554	|	0.3031	0.3662	0.3662	0.3662	|  Best result at epoch 0
33	0.5671	2.7344	|	0.4295	0.4750	0.4750	0.4750	|	0.2356	0.2950	0.2950	0.2950	|  Best result at epoch 0
34	0.5725	2.7247	|	0.4458	0.4554	0.4554	0.4554	|	0.3032	0.3662	0.3662	0.3662	|  Best result at epoch 0
35	0.5703	2.4817	|	0.5296	0.5714	0.5714	0.5714	|	0.3031	0.3662	0.3662	0.3662	|  Best result at epoch 0
36	0.5714	2.5858	|	0.4431	0.4554	0.4554	0.4554	|	0.3031	0.3662	0.3662	0.3662	|  Best result at epoch 0
37	0.5664	2.8087	|	0.3933	0.3996	0.3996	0.3996	|	0.3031	0.3662	0.3662	0.3662	|  Best result at epoch 0
38	0.5743	2.7710	|	0.4427	0.4554	0.4554	0.4554	|	0.3031	0.3662	0.3662	0.3662	|  Best result at epoch 0
39	0.5705	3.1548	|	0.4427	0.4554	0.4554	0.4554	|	0.3031	0.3662	0.3662	0.3662	|  Best result at epoch 0
40	0.5663	2.7872	|	0.3987	0.3996	0.3996	0.3996	|	0.3031	0.3662	0.3662	0.3662	|  Best result at epoch 0
41	0.5712	3.1182	|	0.4427	0.4554	0.4554	0.4554	|	0.2707	0.3378	0.3378	0.3378	|  Best result at epoch 0
42	0.5664	2.7295	|	0.3933	0.3996	0.3996	0.3996	|	0.3031	0.3662	0.3662	0.3662	|  Best result at epoch 0
43	0.5749	2.8514	|	0.4427	0.4554	0.4554	0.4554	|	0.3031	0.3662	0.3662	0.3662	|  Best result at epoch 0
44	0.5725	3.1649	|	0.5250	0.5714	0.5714	0.5714	|	0.3037	0.3666	0.3666	0.3666	|  Best result at epoch 0
45	0.5765	3.0432	|	0.5251	0.5714	0.5714	0.5714	|	0.3065	0.3662	0.3662	0.3662	|  Best result at epoch 0
46	0.5724	2.6905	|	0.3951	0.4014	0.4014	0.4014	|	0.3300	0.3924	0.3924	0.3924	|  Best result at epoch 0
47	0.5684	2.5188	|	0.5295	0.5714	0.5714	0.5714	|	0.3065	0.3662	0.3662	0.3662	|  Best result at epoch 0
48	0.5652	3.0148	|	0.4447	0.4554	0.4554	0.4554	|	0.3031	0.3662	0.3662	0.3662	|  Best result at epoch 0
49	0.5679	2.7637	|	0.4972	0.5436	0.5436	0.5436	|	0.3052	0.3666	0.3666	0.3666	|  Best result at epoch 0
50	0.5656	3.7588	|	0.4442	0.4572	0.4572	0.4572	|	0.3277	0.3924	0.3924	0.3924	|  Best result at epoch 0
51	0.5792	2.5806	|	0.4930	0.5436	0.5436	0.5436	|	0.3031	0.3662	0.3662	0.3662	|  Best result at epoch 0
52	0.5792	3.3525	|	0.4427	0.4554	0.4554	0.4554	|	0.3031	0.3662	0.3662	0.3662	|  Best result at epoch 0
53	0.5784	2.7533	|	0.5145	0.5714	0.5714	0.5714	|	0.3065	0.3662	0.3662	0.3662	|  Best result at epoch 0
54	0.5666	2.9000	|	0.4161	0.4530	0.4530	0.4530	|	0.3324	0.3944	0.3944	0.3944	|  Best result at epoch 0
55	0.5711	2.5121	|	0.5449	0.5988	0.5988	0.5988	|	0.3324	0.3924	0.3924	0.3924	|  Best result at epoch 0
56	0.5771	2.5356	|	0.5513	0.5968	0.5968	0.5968	|	0.3065	0.3662	0.3662	0.3662	|  Best result at epoch 0
57	0.5691	2.9287	|	0.4177	0.4550	0.4550	0.4550	|	0.3300	0.3924	0.3924	0.3924	|  Best result at epoch 0
58	0.5638	2.8012	|	0.3712	0.4014	0.4014	0.4014	|	0.3300	0.3924	0.3924	0.3924	|  Best result at epoch 0
59	0.5722	2.8278	|	0.4195	0.4572	0.4572	0.4572	|	0.3300	0.3924	0.3924	0.3924	|  Best result at epoch 0
60	0.5695	3.2657	|	0.4442	0.4572	0.4572	0.4572	|	0.3300	0.3924	0.3924	0.3924	|  Best result at epoch 0
61	0.5661	3.1260	|	0.3691	0.4014	0.4014	0.4014	|	0.3300	0.3924	0.3924	0.3924	|  Best result at epoch 0
62	0.5688	3.2501	|	0.4196	0.4572	0.4572	0.4572	|	0.3324	0.3924	0.3924	0.3924	|  Best result at epoch 0
63	0.5640	2.9690	|	0.3692	0.4014	0.4014	0.4014	|	0.3561	0.4206	0.4206	0.4206	|  Best result at epoch 0
64	0.5648	3.4075	|	0.3980	0.4294	0.4294	0.4294	|	0.3300	0.3924	0.3924	0.3924	|  Best result at epoch 0
65	0.5631	3.6110	|	0.4222	0.4572	0.4572	0.4572	|	0.3277	0.3924	0.3924	0.3924	|  Best result at epoch 0
66	0.5668	3.6419	|	0.4195	0.4572	0.4572	0.4572	|	0.3300	0.3924	0.3924	0.3924	|  Best result at epoch 0
67	0.5632	3.4243	|	0.3695	0.3996	0.3996	0.3996	|	0.3055	0.3666	0.3666	0.3666	|  Best result at epoch 0
68	0.5678	3.0776	|	0.4213	0.4276	0.4276	0.4276	|	0.3070	0.3666	0.3666	0.3666	|  Best result at epoch 0
69	0.5664	3.4040	|	0.3965	0.4276	0.4276	0.4276	|	0.3047	0.3662	0.3662	0.3662	|  Best result at epoch 0
70	0.5627	3.4547	|	0.4461	0.4572	0.4572	0.4572	|	0.3305	0.3928	0.3928	0.3928	|  Best result at epoch 0
71	0.5627	3.7440	|	0.3965	0.4276	0.4276	0.4276	|	0.3070	0.3666	0.3666	0.3666	|  Best result at epoch 0
72	0.5662	3.4200	|	0.3695	0.3996	0.3996	0.3996	|	0.3070	0.3666	0.3666	0.3666	|  Best result at epoch 0
73	0.5605	3.3480	|	0.3951	0.3996	0.3996	0.3996	|	0.2419	0.3266	0.3266	0.3266	|  Best result at epoch 0
74	0.5664	3.5405	|	0.4209	0.4554	0.4554	0.4554	|	0.2665	0.3544	0.3544	0.3544	|  Best result at epoch 0
75	0.5740	3.6485	|	0.3695	0.3996	0.3996	0.3996	|	0.3070	0.3666	0.3666	0.3666	|  Best result at epoch 0
76	0.5674	3.5672	|	0.4209	0.4554	0.4554	0.4554	|	0.2419	0.3266	0.3266	0.3266	|  Best result at epoch 0
77	0.5645	3.5689	|	0.4207	0.4554	0.4554	0.4554	|	0.2987	0.3662	0.3662	0.3662	|  Best result at epoch 0
78	0.5679	3.3639	|	0.4448	0.4554	0.4554	0.4554	|	0.3070	0.3666	0.3666	0.3666	|  Best result at epoch 0
79	0.5669	3.7128	|	0.4209	0.4554	0.4554	0.4554	|	0.3324	0.3944	0.3944	0.3944	|  Best result at epoch 0
80	0.5645	3.8509	|	0.4213	0.4276	0.4276	0.4276	|	0.3324	0.3944	0.3944	0.3944	|  Best result at epoch 0
81	0.5628	3.5032	|	0.3965	0.4276	0.4276	0.4276	|	0.3070	0.3666	0.3666	0.3666	|  Best result at epoch 0
82	0.5606	3.9259	|	0.4229	0.4294	0.4294	0.4294	|	0.3329	0.3928	0.3928	0.3928	|  Best result at epoch 0
83	0.5633	3.3368	|	0.4448	0.4554	0.4554	0.4554	|	0.3065	0.3662	0.3662	0.3662	|  Best result at epoch 0
84	0.5700	3.3202	|	0.5169	0.5056	0.5056	0.5056	|	0.3060	0.3670	0.3670	0.3670	|  Best result at epoch 0
85	0.5626	3.4070	|	0.4213	0.4276	0.4276	0.4276	|	0.3070	0.3666	0.3666	0.3666	|  Best result at epoch 0
86	0.5659	2.6252	|	0.5483	0.5334	0.5334	0.5334	|	0.3332	0.3944	0.3944	0.3944	|  Best result at epoch 0
87	0.5664	3.0614	|	0.5483	0.5334	0.5334	0.5334	|	0.3070	0.3666	0.3666	0.3666	|  Best result at epoch 0
88	0.5643	2.8444	|	0.5499	0.5352	0.5352	0.5352	|	0.3329	0.3928	0.3928	0.3928	|  Best result at epoch 0
89	0.5645	2.6364	|	0.4898	0.4776	0.4776	0.4776	|	0.3055	0.3666	0.3666	0.3666	|  Best result at epoch 0
90	0.5691	2.6937	|	0.5483	0.5334	0.5334	0.5334	|	0.3070	0.3666	0.3666	0.3666	|  Best result at epoch 0
91	0.5596	2.5425	|	0.5483	0.5334	0.5334	0.5334	|	0.3070	0.3666	0.3666	0.3666	|  Best result at epoch 0
92	0.5647	2.6365	|	0.3695	0.3996	0.3996	0.3996	|	0.3055	0.3666	0.3666	0.3666	|  Best result at epoch 0
93	0.5656	2.9302	|	0.5483	0.5334	0.5334	0.5334	|	0.2419	0.3266	0.3266	0.3266	|  Best result at epoch 0
94	0.5602	2.6574	|	0.4898	0.4776	0.4776	0.4776	|	0.3070	0.3666	0.3666	0.3666	|  Best result at epoch 0
95	0.5592	3.0384	|	0.4448	0.4554	0.4554	0.4554	|	0.3055	0.3666	0.3666	0.3666	|  Best result at epoch 0
96	0.5747	2.9371	|	0.5210	0.5056	0.5056	0.5056	|	0.3070	0.3666	0.3666	0.3666	|  Best result at epoch 0
97	0.5597	2.6583	|	0.5499	0.5352	0.5352	0.5352	|	0.3312	0.3928	0.3928	0.3928	|  Best result at epoch 0
98	0.5577	2.9710	|	0.3929	0.4490	0.4490	0.4490	|	0.2509	0.3216	0.3216	0.3216	|  Best result at epoch 0
99	0.5571	2.8816	|	0.4898	0.4776	0.4776	0.4776	|	0.3070	0.3666	0.3666	0.3666	|  Best result at epoch 0
100	0.5596	3.0926	|	0.4224	0.4572	0.4572	0.4572	|	0.2691	0.3528	0.3528	0.3528	|  Best result at epoch 0
101	0.5645	2.7458	|	0.6015	0.6216	0.6216	0.6216	|	0.3055	0.3666	0.3666	0.3666	|  Best result at epoch 0
102	0.5784	2.4812	|	0.5483	0.5334	0.5334	0.5334	|	0.3055	0.3666	0.3666	0.3666	|  Best result at epoch 0
103	0.5600	2.9728	|	0.5483	0.5334	0.5334	0.5334	|	0.3055	0.3666	0.3666	0.3666	|  Best result at epoch 0
104	0.5576	2.7133	|	0.5550	0.5936	0.5936	0.5936	|	0.3055	0.3666	0.3666	0.3666	|  Best result at epoch 0
