epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
22	1.3073	1.5358	|	0.4681	0.5536	0.5536	0.5536	|	0.3150	0.3988	0.3988	0.3988	|  Best result at epoch 9
23	1.3236	1.3983	|	0.4448	0.4998	0.4998	0.4998	|	0.3250	0.3504	0.3504	0.3504	|  Best result at epoch 9
24	1.3265	1.6281	|	0.3643	0.3996	0.3996	0.3996	|	0.2997	0.3322	0.3322	0.3322	|  Best result at epoch 9
25	1.3220	1.5272	|	0.4747	0.5318	0.5318	0.5318	|	0.2654	0.3338	0.3338	0.3338	|  Best result at epoch 9
26	1.3088	1.5543	|	0.6141	0.6696	0.6696	0.6696	|	0.2519	0.3150	0.3150	0.3150	|  Best result at epoch 26
27	1.3320	1.6028	|	0.4779	0.4852	0.4852	0.4852	|	0.2846	0.2950	0.2950	0.2950	|  Best result at epoch 26
28	1.3357	1.5566	|	0.4284	0.4446	0.4446	0.4446	|	0.3189	0.3734	0.3734	0.3734	|  Best result at epoch 26
29	1.3217	1.4757	|	0.4683	0.5536	0.5536	0.5536	|	0.2605	0.3424	0.3424	0.3424	|  Best result at epoch 26
30	1.3286	1.5547	|	0.4701	0.4998	0.4998	0.4998	|	0.2825	0.3272	0.3272	0.3272	|  Best result at epoch 26
31	1.3276	1.5933	|	0.3896	0.4446	0.4446	0.4446	|	0.2878	0.3170	0.3170	0.3170	|  Best result at epoch 26
32	1.3539	1.5694	|	0.3660	0.3996	0.3996	0.3996	|	0.3384	0.3656	0.3656	0.3656	|  Best result at epoch 26
33	1.3511	1.6329	|	0.3637	0.4376	0.4376	0.4376	|	0.3032	0.3694	0.3694	0.3694	|  Best result at epoch 26
34	1.3576	1.5885	|	0.3369	0.4196	0.4196	0.4196	|	0.3307	0.3884	0.3884	0.3884	|  Best result at epoch 26
35	1.3553	1.6545	|	0.2818	0.3620	0.3620	0.3620	|	0.2888	0.3386	0.3386	0.3386	|  Best result at epoch 26
36	1.3659	1.6007	|	0.3637	0.4376	0.4376	0.4376	|	0.3247	0.4270	0.4270	0.4270	|  Best result at epoch 26
37	1.3396	1.6280	|	0.4403	0.5536	0.5536	0.5536	|	0.3150	0.3988	0.3988	0.3988	|  Best result at epoch 26
38	1.3568	1.6189	|	0.3751	0.4376	0.4376	0.4376	|	0.3065	0.3600	0.3600	0.3600	|  Best result at epoch 26
39	1.3511	1.6441	|	0.3607	0.4158	0.4158	0.4158	|	0.3075	0.3608	0.3608	0.3608	|  Best result at epoch 26
40	1.3682	1.6586	|	0.3945	0.4446	0.4446	0.4446	|	0.2854	0.2938	0.2938	0.2938	|  Best result at epoch 26
41	1.3528	1.6785	|	0.2800	0.4000	0.4000	0.4000	|	0.2604	0.3424	0.3424	0.3424	|  Best result at epoch 26
42	1.3611	1.6621	|	0.3952	0.4832	0.4832	0.4832	|	0.2926	0.3592	0.3592	0.3592	|  Best result at epoch 26
43	1.3604	1.6433	|	0.4403	0.5536	0.5536	0.5536	|	0.3150	0.3988	0.3988	0.3988	|  Best result at epoch 26
44	1.3601	1.6417	|	0.4206	0.4982	0.4982	0.4982	|	0.2726	0.2926	0.2926	0.2926	|  Best result at epoch 26
45	1.3646	1.6419	|	0.4979	0.5340	0.5340	0.5340	|	0.3548	0.3844	0.3844	0.3844	|  Best result at epoch 26
46	1.3510	1.6594	|	0.3513	0.3996	0.3996	0.3996	|	0.2991	0.3330	0.3330	0.3330	|  Best result at epoch 26
47	1.3557	1.6482	|	0.3986	0.4250	0.4250	0.4250	|	0.3031	0.3330	0.3330	0.3330	|  Best result at epoch 26
48	1.3526	1.6499	|	0.4585	0.4990	0.4990	0.4990	|	0.3372	0.3862	0.3862	0.3862	|  Best result at epoch 26
49	1.3472	1.6430	|	0.3751	0.4376	0.4376	0.4376	|	0.3075	0.3608	0.3608	0.3608	|  Best result at epoch 26
50	1.3687	1.6675	|	0.3637	0.4376	0.4376	0.4376	|	0.3032	0.3694	0.3694	0.3694	|  Best result at epoch 26
51	1.3591	1.6653	|	0.4348	0.5536	0.5536	0.5536	|	0.2864	0.3420	0.3420	0.3420	|  Best result at epoch 26
52	1.3685	1.6356	|	0.3660	0.3996	0.3996	0.3996	|	0.3384	0.3656	0.3656	0.3656	|  Best result at epoch 26
53	1.3566	1.6481	|	0.3637	0.4376	0.4376	0.4376	|	0.3247	0.4270	0.4270	0.4270	|  Best result at epoch 26
54	1.3606	1.6410	|	0.4071	0.4704	0.4704	0.4704	|	0.2990	0.3442	0.3442	0.3442	|  Best result at epoch 26
55	1.3541	1.6242	|	0.4421	0.5280	0.5280	0.5280	|	0.2977	0.3420	0.3420	0.3420	|  Best result at epoch 26
56	1.3604	1.6533	|	0.3644	0.3996	0.3996	0.3996	|	0.3025	0.3318	0.3318	0.3318	|  Best result at epoch 26
57	1.3569	1.6492	|	0.3768	0.4376	0.4376	0.4376	|	0.3044	0.3694	0.3694	0.3694	|  Best result at epoch 26
58	1.3550	1.6207	|	0.5758	0.5864	0.5864	0.5864	|	0.2928	0.2930	0.2930	0.2930	|  Best result at epoch 26
59	1.3520	1.6434	|	0.4772	0.5536	0.5536	0.5536	|	0.2966	0.3188	0.3188	0.3188	|  Best result at epoch 26
60	1.3623	1.6463	|	0.4348	0.5536	0.5536	0.5536	|	0.2864	0.3420	0.3420	0.3420	|  Best result at epoch 26
61	1.3537	1.6601	|	0.3751	0.4376	0.4376	0.4376	|	0.3070	0.3604	0.3604	0.3604	|  Best result at epoch 26
62	1.3530	1.6365	|	0.4071	0.4704	0.4704	0.4704	|	0.3153	0.3726	0.3726	0.3726	|  Best result at epoch 26
63	1.3586	1.6770	|	0.3974	0.4450	0.4450	0.4450	|	0.3189	0.3734	0.3734	0.3734	|  Best result at epoch 26
64	1.3659	1.6488	|	0.4403	0.5536	0.5536	0.5536	|	0.3006	0.3704	0.3704	0.3704	|  Best result at epoch 26
65	1.3486	1.6456	|	0.4459	0.4704	0.4704	0.4704	|	0.2859	0.2934	0.2934	0.2934	|  Best result at epoch 26
66	1.3546	1.6166	|	0.4379	0.4704	0.4704	0.4704	|	0.3318	0.4008	0.4008	0.4008	|  Best result at epoch 26
67	1.3560	1.6788	|	0.3973	0.4446	0.4446	0.4446	|	0.3319	0.3842	0.3842	0.3842	|  Best result at epoch 26
68	1.3547	1.6418	|	0.4404	0.5536	0.5536	0.5536	|	0.3297	0.4270	0.4270	0.4270	|  Best result at epoch 26
69	1.3522	1.6461	|	0.4301	0.4508	0.4508	0.4508	|	0.3263	0.3492	0.3492	0.3492	|  Best result at epoch 26
70	1.3566	1.6311	|	0.4111	0.4250	0.4250	0.4250	|	0.3301	0.3422	0.3422	0.3422	|  Best result at epoch 26
71	1.3584	1.6670	|	0.4286	0.4446	0.4446	0.4446	|	0.3392	0.4020	0.4020	0.4020	|  Best result at epoch 26
72	1.3570	1.6581	|	0.4404	0.5536	0.5536	0.5536	|	0.3349	0.4270	0.4270	0.4270	|  Best result at epoch 26
73	1.3605	1.6419	|	0.3628	0.3996	0.3996	0.3996	|	0.3123	0.3608	0.3608	0.3608	|  Best result at epoch 26
74	1.3570	1.6589	|	0.4426	0.4508	0.4508	0.4508	|	0.3292	0.3492	0.3492	0.3492	|  Best result at epoch 26
75	1.3530	1.6410	|	0.3729	0.4158	0.4158	0.4158	|	0.3077	0.3604	0.3604	0.3604	|  Best result at epoch 26
76	1.3598	1.6396	|	0.3637	0.4376	0.4376	0.4376	|	0.3247	0.4270	0.4270	0.4270	|  Best result at epoch 26
77	1.3564	1.6593	|	0.3846	0.4376	0.4376	0.4376	|	0.4011	0.4786	0.4786	0.4786	|  Best result at epoch 26
78	1.3490	1.6329	|	0.3643	0.3996	0.3996	0.3996	|	0.3123	0.3608	0.3608	0.3608	|  Best result at epoch 26
79	1.3504	1.6409	|	0.4404	0.5536	0.5536	0.5536	|	0.3297	0.4270	0.4270	0.4270	|  Best result at epoch 26
80	1.3612	1.6504	|	0.3651	0.4000	0.4000	0.4000	|	0.3289	0.3496	0.3496	0.3496	|  Best result at epoch 26
81	1.3662	1.6507	|	0.4348	0.5536	0.5536	0.5536	|	0.2900	0.3420	0.3420	0.3420	|  Best result at epoch 26
82	1.3510	1.6634	|	0.4713	0.5156	0.5156	0.5156	|	0.3424	0.3730	0.3730	0.3730	|  Best result at epoch 26
83	1.3515	1.6659	|	0.4349	0.5536	0.5536	0.5536	|	0.2728	0.3188	0.3188	0.3188	|  Best result at epoch 26
84	1.3574	1.6872	|	0.4088	0.5160	0.5160	0.5160	|	0.2501	0.2918	0.2918	0.2918	|  Best result at epoch 26
85	1.3500	1.6486	|	0.4348	0.5536	0.5536	0.5536	|	0.3048	0.3704	0.3704	0.3704	|  Best result at epoch 26
86	1.3521	1.6491	|	0.3660	0.3996	0.3996	0.3996	|	0.3357	0.3656	0.3656	0.3656	|  Best result at epoch 26
87	1.3605	1.6545	|	0.3975	0.4450	0.4450	0.4450	|	0.3356	0.4016	0.4016	0.4016	|  Best result at epoch 26
88	1.3504	1.6609	|	0.3643	0.3996	0.3996	0.3996	|	0.2993	0.3318	0.3318	0.3318	|  Best result at epoch 26
89	1.3585	1.6609	|	0.4133	0.4446	0.4446	0.4446	|	0.2842	0.2768	0.2768	0.2768	|  Best result at epoch 26
90	1.3592	1.6610	|	0.3768	0.4376	0.4376	0.4376	|	0.3270	0.4270	0.4270	0.4270	|  Best result at epoch 26
91	1.3508	1.6280	|	0.4780	0.5082	0.5082	0.5082	|	0.3287	0.3572	0.3572	0.3572	|  Best result at epoch 26
92	1.3545	1.6463	|	0.3899	0.4450	0.4450	0.4450	|	0.2853	0.3166	0.3166	0.3166	|  Best result at epoch 26
93	1.3532	1.6352	|	0.4403	0.5536	0.5536	0.5536	|	0.3006	0.3704	0.3704	0.3704	|  Best result at epoch 26
94	1.3582	1.6415	|	0.4404	0.5536	0.5536	0.5536	|	0.3297	0.4270	0.4270	0.4270	|  Best result at epoch 26
95	1.3481	1.6684	|	0.4403	0.5536	0.5536	0.5536	|	0.2849	0.3188	0.3188	0.3188	|  Best result at epoch 26
96	1.3517	1.6971	|	0.2445	0.2910	0.2910	0.2910	|	0.3536	0.3968	0.3968	0.3968	|  Best result at epoch 26
97	1.3463	1.6313	|	0.4403	0.5536	0.5536	0.5536	|	0.3197	0.3988	0.3988	0.3988	|  Best result at epoch 26
98	1.3526	1.6393	|	0.4165	0.4528	0.4528	0.4528	|	0.3782	0.4172	0.4172	0.4172	|  Best result at epoch 26
99	1.3540	1.6258	|	0.4403	0.5536	0.5536	0.5536	|	0.3048	0.3704	0.3704	0.3704	|  Best result at epoch 26
100	1.3520	1.6530	|	0.4312	0.4450	0.4450	0.4450	|	0.2884	0.2934	0.2934	0.2934	|  Best result at epoch 26
101	1.3469	1.6523	|	0.4085	0.4450	0.4450	0.4450	|	0.2930	0.3166	0.3166	0.3166	|  Best result at epoch 26
102	1.3523	1.6513	|	0.4348	0.5536	0.5536	0.5536	|	0.2864	0.3420	0.3420	0.3420	|  Best result at epoch 26
103	1.3608	1.6585	|	0.3974	0.4450	0.4450	0.4450	|	0.3189	0.3734	0.3734	0.3734	|  Best result at epoch 26
104	1.3517	1.7000	|	0.4136	0.4964	0.4964	0.4964	|	0.3085	0.3630	0.3630	0.3630	|  Best result at epoch 26
105	1.3533	1.6450	|	0.3768	0.4376	0.4376	0.4376	|	0.3097	0.3694	0.3694	0.3694	|  Best result at epoch 26
106	1.3614	1.6722	|	0.3643	0.3996	0.3996	0.3996	|	0.2997	0.3322	0.3322	0.3322	|  Best result at epoch 26
107	1.3473	1.6432	|	0.4403	0.5536	0.5536	0.5536	|	0.3197	0.3988	0.3988	0.3988	|  Best result at epoch 26
108	1.3513	1.6492	|	0.4071	0.4704	0.4704	0.4704	|	0.2990	0.3442	0.3442	0.3442	|  Best result at epoch 26
109	1.3641	1.6595	|	0.4125	0.5148	0.5148	0.5148	|	0.3627	0.4290	0.4290	0.4290	|  Best result at epoch 26
110	1.3593	1.6577	|	0.3643	0.3996	0.3996	0.3996	|	0.2997	0.3322	0.3322	0.3322	|  Best result at epoch 26
111	1.3452	1.6516	|	0.4783	0.5086	0.5086	0.5086	|	0.3224	0.3572	0.3572	0.3572	|  Best result at epoch 26
112	1.3595	1.6459	|	0.3660	0.3996	0.3996	0.3996	|	0.3384	0.3656	0.3656	0.3656	|  Best result at epoch 26
113	1.3615	1.6628	|	0.4275	0.4508	0.4508	0.4508	|	0.3488	0.3590	0.3590	0.3590	|  Best result at epoch 26
114	1.3498	1.6629	|	0.3954	0.4354	0.4354	0.4354	|	0.3407	0.3468	0.3468	0.3468	|  Best result at epoch 26
115	1.3515	1.6494	|	0.4624	0.5086	0.5086	0.5086	|	0.3425	0.3750	0.3750	0.3750	|  Best result at epoch 26
