epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
44	1.1745	1.5454	|	0.4186	0.4510	0.4510	0.4510	|	0.2608	0.2972	0.2972	0.2972	|  Best result at epoch 11
45	1.1689	1.5909	|	0.4127	0.4506	0.4506	0.4506	|	0.2217	0.2568	0.2568	0.2568	|  Best result at epoch 11
46	1.1631	1.6247	|	0.3359	0.3858	0.3858	0.3858	|	0.2620	0.2978	0.2978	0.2978	|  Best result at epoch 11
47	1.1657	1.6255	|	0.4023	0.5190	0.5190	0.5190	|	0.1574	0.2566	0.2566	0.2566	|  Best result at epoch 11
48	1.1577	1.7111	|	0.2724	0.3540	0.3540	0.3540	|	0.1432	0.2416	0.2416	0.2416	|  Best result at epoch 11
49	1.1519	1.6359	|	0.2831	0.3544	0.3544	0.3544	|	0.1331	0.2032	0.2032	0.2032	|  Best result at epoch 11
50	1.1599	1.6674	|	0.3957	0.5076	0.5076	0.5076	|	0.1528	0.2514	0.2514	0.2514	|  Best result at epoch 11
51	1.1565	1.6909	|	0.3782	0.4354	0.4354	0.4354	|	0.1390	0.2284	0.2284	0.2284	|  Best result at epoch 11
52	1.1643	1.6680	|	0.2500	0.3536	0.3536	0.3536	|	0.1303	0.2400	0.2400	0.2400	|  Best result at epoch 11
53	1.1568	1.6941	|	0.2775	0.3540	0.3540	0.3540	|	0.1209	0.2400	0.2400	0.2400	|  Best result at epoch 11
54	1.1477	1.6260	|	0.2500	0.3536	0.3536	0.3536	|	0.1364	0.2400	0.2400	0.2400	|  Best result at epoch 11
55	1.1604	1.6716	|	0.2990	0.3702	0.3702	0.3702	|	0.1449	0.2306	0.2306	0.2306	|  Best result at epoch 11
56	1.1681	1.6706	|	0.2724	0.3540	0.3540	0.3540	|	0.1437	0.2416	0.2416	0.2416	|  Best result at epoch 11
57	1.1655	1.6994	|	0.3649	0.4102	0.4102	0.4102	|	0.1609	0.2312	0.2312	0.2312	|  Best result at epoch 11
58	1.1554	1.6912	|	0.2724	0.3540	0.3540	0.3540	|	0.1421	0.2404	0.2404	0.2404	|  Best result at epoch 11
59	1.1619	1.7192	|	0.2805	0.3702	0.3702	0.3702	|	0.0985	0.2000	0.2000	0.2000	|  Best result at epoch 11
60	1.1539	1.6563	|	0.3552	0.3976	0.3976	0.3976	|	0.1887	0.2280	0.2280	0.2280	|  Best result at epoch 11
61	1.1669	1.6157	|	0.3579	0.4072	0.4072	0.4072	|	0.2267	0.2664	0.2664	0.2664	|  Best result at epoch 11
62	1.1628	1.7278	|	0.2543	0.3540	0.3540	0.3540	|	0.1097	0.2000	0.2000	0.2000	|  Best result at epoch 11
63	1.1580	1.7042	|	0.2724	0.3540	0.3540	0.3540	|	0.1423	0.2400	0.2400	0.2400	|  Best result at epoch 11
64	1.1600	1.6175	|	0.3582	0.4072	0.4072	0.4072	|	0.2706	0.3072	0.3072	0.3072	|  Best result at epoch 11
65	1.1552	1.7357	|	0.2768	0.3540	0.3540	0.3540	|	0.1360	0.2416	0.2416	0.2416	|  Best result at epoch 11
66	1.1566	1.6923	|	0.2769	0.3540	0.3540	0.3540	|	0.1465	0.2420	0.2420	0.2420	|  Best result at epoch 11
67	1.1546	1.6727	|	0.2724	0.3540	0.3540	0.3540	|	0.1030	0.2012	0.2012	0.2012	|  Best result at epoch 11
68	1.1621	1.6717	|	0.3087	0.3696	0.3696	0.3696	|	0.2241	0.2688	0.2688	0.2688	|  Best result at epoch 11
69	1.1666	1.6927	|	0.2990	0.3702	0.3702	0.3702	|	0.1546	0.2306	0.2306	0.2306	|  Best result at epoch 11
70	1.1622	1.7219	|	0.3049	0.3920	0.3920	0.3920	|	0.1507	0.2388	0.2388	0.2388	|  Best result at epoch 11
71	1.1443	1.6748	|	0.3089	0.3696	0.3696	0.3696	|	0.2241	0.2688	0.2688	0.2688	|  Best result at epoch 11
72	1.1614	1.7435	|	0.2724	0.3540	0.3540	0.3540	|	0.1432	0.2416	0.2416	0.2416	|  Best result at epoch 11
73	1.1535	1.6855	|	0.3283	0.3822	0.3822	0.3822	|	0.1154	0.2026	0.2026	0.2026	|  Best result at epoch 11
74	1.1568	1.6505	|	0.2824	0.3542	0.3542	0.3542	|	0.1698	0.2406	0.2406	0.2406	|  Best result at epoch 11
75	1.1556	1.7113	|	0.2824	0.3542	0.3542	0.3542	|	0.1529	0.2426	0.2426	0.2426	|  Best result at epoch 11
76	1.1484	1.5724	|	0.3146	0.3696	0.3696	0.3696	|	0.2020	0.2688	0.2688	0.2688	|  Best result at epoch 11
77	1.1495	1.6565	|	0.3301	0.3920	0.3920	0.3920	|	0.1587	0.2424	0.2424	0.2424	|  Best result at epoch 11
78	1.1455	1.6894	|	0.3322	0.3858	0.3858	0.3858	|	0.2206	0.2574	0.2574	0.2574	|  Best result at epoch 11
79	1.1606	1.7710	|	0.2992	0.3820	0.3820	0.3820	|	0.1397	0.2284	0.2284	0.2284	|  Best result at epoch 11
80	1.1536	1.7568	|	0.2725	0.3702	0.3702	0.3702	|	0.1381	0.2384	0.2384	0.2384	|  Best result at epoch 11
81	1.1514	1.6815	|	0.3389	0.3858	0.3858	0.3858	|	0.1872	0.2288	0.2288	0.2288	|  Best result at epoch 11
82	1.1615	1.5183	|	0.2938	0.3816	0.3816	0.3816	|	0.0891	0.2000	0.2000	0.2000	|  Best result at epoch 11
83	1.1539	1.6618	|	0.3585	0.4076	0.4076	0.4076	|	0.2295	0.2664	0.2664	0.2664	|  Best result at epoch 11
84	1.1494	1.7554	|	0.2727	0.3702	0.3702	0.3702	|	0.1371	0.2290	0.2290	0.2290	|  Best result at epoch 11
85	1.1392	1.6405	|	0.3359	0.3858	0.3858	0.3858	|	0.2222	0.2574	0.2574	0.2574	|  Best result at epoch 11
86	1.1547	1.6500	|	0.4254	0.4450	0.4450	0.4450	|	0.2066	0.2382	0.2382	0.2382	|  Best result at epoch 11
87	1.1508	1.7499	|	0.2571	0.3540	0.3540	0.3540	|	0.1437	0.2416	0.2416	0.2416	|  Best result at epoch 11
88	1.1569	1.7489	|	0.3049	0.3920	0.3920	0.3920	|	0.1518	0.2396	0.2396	0.2396	|  Best result at epoch 11
89	1.1597	1.6884	|	0.3049	0.3920	0.3920	0.3920	|	0.1554	0.2400	0.2400	0.2400	|  Best result at epoch 11
90	1.1436	1.6004	|	0.3380	0.3858	0.3858	0.3858	|	0.2711	0.3072	0.3072	0.3072	|  Best result at epoch 11
91	1.1574	1.7015	|	0.3086	0.3702	0.3702	0.3702	|	0.1537	0.2312	0.2312	0.2312	|  Best result at epoch 11
92	1.1545	1.6885	|	0.3153	0.3696	0.3696	0.3696	|	0.1423	0.2288	0.2288	0.2288	|  Best result at epoch 11
93	1.1626	1.6785	|	0.3358	0.3858	0.3858	0.3858	|	0.2332	0.2570	0.2570	0.2570	|  Best result at epoch 11
94	1.1521	1.6107	|	0.4129	0.4510	0.4510	0.4510	|	0.2608	0.2972	0.2972	0.2972	|  Best result at epoch 11
95	1.1654	1.7514	|	0.2500	0.3536	0.3536	0.3536	|	0.1303	0.2400	0.2400	0.2400	|  Best result at epoch 11
96	1.1525	1.7268	|	0.2827	0.3702	0.3702	0.3702	|	0.1537	0.2400	0.2400	0.2400	|  Best result at epoch 11
97	1.1828	1.7398	|	0.2724	0.3540	0.3540	0.3540	|	0.1455	0.2416	0.2416	0.2416	|  Best result at epoch 11
98	1.1496	1.7199	|	0.2319	0.3540	0.3540	0.3540	|	0.1073	0.2000	0.2000	0.2000	|  Best result at epoch 11
99	1.1528	1.6951	|	0.2824	0.3542	0.3542	0.3542	|	0.1428	0.2426	0.2426	0.2426	|  Best result at epoch 11
100	1.1527	1.7016	|	0.3303	0.3924	0.3924	0.3924	|	0.1659	0.2410	0.2410	0.2410	|  Best result at epoch 11
101	1.1502	1.6022	|	0.3418	0.3858	0.3858	0.3858	|	0.2427	0.2978	0.2978	0.2978	|  Best result at epoch 11
102	1.1520	1.6632	|	0.3553	0.3976	0.3976	0.3976	|	0.1879	0.2288	0.2288	0.2288	|  Best result at epoch 11
103	1.1541	1.7589	|	0.2505	0.3540	0.3540	0.3540	|	0.0928	0.2000	0.2000	0.2000	|  Best result at epoch 11
104	1.1588	1.7124	|	0.2562	0.3540	0.3540	0.3540	|	0.1421	0.2412	0.2412	0.2412	|  Best result at epoch 11
105	1.1697	1.6264	|	0.3611	0.3976	0.3976	0.3976	|	0.2256	0.2688	0.2688	0.2688	|  Best result at epoch 11
106	1.1446	1.7028	|	0.3087	0.3696	0.3696	0.3696	|	0.2241	0.2688	0.2688	0.2688	|  Best result at epoch 11
107	1.1605	1.5603	|	0.3792	0.4476	0.4476	0.4476	|	0.2188	0.3088	0.3088	0.3088	|  Best result at epoch 11
108	1.1751	1.6208	|	0.3611	0.3976	0.3976	0.3976	|	0.2272	0.2688	0.2688	0.2688	|  Best result at epoch 11
109	1.1559	1.6913	|	0.3044	0.3706	0.3706	0.3706	|	0.1746	0.2414	0.2414	0.2414	|  Best result at epoch 11
110	1.1550	1.6978	|	0.2824	0.3542	0.3542	0.3542	|	0.1527	0.2426	0.2426	0.2426	|  Best result at epoch 11
