epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
40	0.5715	2.7446	|	0.5723	0.5608	0.5608	0.5608	|	0.3303	0.3916	0.3916	0.3916	|  Best result at epoch 0
41	0.5695	3.2825	|	0.5723	0.5608	0.5608	0.5608	|	0.3350	0.3912	0.3912	0.3912	|  Best result at epoch 0
42	0.5699	3.0272	|	0.5723	0.5608	0.5608	0.5608	|	0.3276	0.3916	0.3916	0.3916	|  Best result at epoch 0
43	0.5704	2.8278	|	0.5723	0.5608	0.5608	0.5608	|	0.3303	0.3916	0.3916	0.3916	|  Best result at epoch 0
44	0.5685	3.4076	|	0.5723	0.5608	0.5608	0.5608	|	0.3303	0.3916	0.3916	0.3916	|  Best result at epoch 0
45	0.5718	3.1844	|	0.5723	0.5608	0.5608	0.5608	|	0.3303	0.3916	0.3916	0.3916	|  Best result at epoch 0
46	0.5709	2.7618	|	0.5723	0.5608	0.5608	0.5608	|	0.3303	0.3916	0.3916	0.3916	|  Best result at epoch 0
47	0.5681	3.1634	|	0.5723	0.5608	0.5608	0.5608	|	0.3303	0.3916	0.3916	0.3916	|  Best result at epoch 0
48	0.5683	3.5760	|	0.5723	0.5608	0.5608	0.5608	|	0.3303	0.3916	0.3916	0.3916	|  Best result at epoch 0
49	0.5749	2.7581	|	0.5723	0.5608	0.5608	0.5608	|	0.3276	0.3916	0.3916	0.3916	|  Best result at epoch 0
50	0.5636	3.1805	|	0.5723	0.5608	0.5608	0.5608	|	0.3276	0.3916	0.3916	0.3916	|  Best result at epoch 0
51	0.5721	3.2140	|	0.5723	0.5608	0.5608	0.5608	|	0.3276	0.3916	0.3916	0.3916	|  Best result at epoch 0
52	0.5697	3.0590	|	0.5723	0.5608	0.5608	0.5608	|	0.3303	0.3916	0.3916	0.3916	|  Best result at epoch 0
53	0.5958	2.9598	|	0.5723	0.5608	0.5608	0.5608	|	0.3303	0.3916	0.3916	0.3916	|  Best result at epoch 0
54	0.5732	2.4878	|	0.5650	0.5570	0.5570	0.5570	|	0.3276	0.3916	0.3916	0.3916	|  Best result at epoch 0
55	0.5685	2.2281	|	0.5665	0.5608	0.5608	0.5608	|	0.3303	0.3916	0.3916	0.3916	|  Best result at epoch 0
56	0.5699	2.7649	|	0.5453	0.5352	0.5352	0.5352	|	0.3303	0.3916	0.3916	0.3916	|  Best result at epoch 0
57	0.5685	2.3725	|	0.5404	0.5352	0.5352	0.5352	|	0.2670	0.3516	0.3516	0.3516	|  Best result at epoch 0
58	0.5688	2.1065	|	0.5689	0.5570	0.5570	0.5570	|	0.3276	0.3916	0.3916	0.3916	|  Best result at epoch 0
59	0.5709	2.3187	|	0.5499	0.5352	0.5352	0.5352	|	0.3309	0.3920	0.3920	0.3920	|  Best result at epoch 0
60	0.5660	2.2632	|	0.6392	0.6388	0.6388	0.6388	|	0.3544	0.4198	0.4198	0.4198	|  Best result at epoch 0
61	0.5644	2.3615	|	0.5453	0.5352	0.5352	0.5352	|	0.3544	0.4198	0.4198	0.4198	|  Best result at epoch 0
62	0.5648	2.3747	|	0.6100	0.6132	0.6132	0.6132	|	0.3550	0.4202	0.4202	0.4202	|  Best result at epoch 0
63	0.5661	2.5609	|	0.5453	0.5352	0.5352	0.5352	|	0.3276	0.3916	0.3916	0.3916	|  Best result at epoch 0
64	0.5633	2.3181	|	0.6325	0.6350	0.6350	0.6350	|	0.3276	0.3916	0.3916	0.3916	|  Best result at epoch 0
65	0.5673	2.5756	|	0.5499	0.5352	0.5352	0.5352	|	0.3544	0.4198	0.4198	0.4198	|  Best result at epoch 0
66	0.5644	2.9083	|	0.5438	0.5352	0.5352	0.5352	|	0.3544	0.4198	0.4198	0.4198	|  Best result at epoch 0
67	0.5635	3.3704	|	0.4513	0.4572	0.4572	0.4572	|	0.3544	0.4198	0.4198	0.4198	|  Best result at epoch 0
68	0.5663	3.0379	|	0.5688	0.5570	0.5570	0.5570	|	0.3544	0.4198	0.4198	0.4198	|  Best result at epoch 0
69	0.5683	3.2622	|	0.4497	0.4572	0.4572	0.4572	|	0.3544	0.4198	0.4198	0.4198	|  Best result at epoch 0
70	0.5658	3.2477	|	0.5453	0.5352	0.5352	0.5352	|	0.3527	0.4202	0.4202	0.4202	|  Best result at epoch 0
71	0.5677	3.2494	|	0.4715	0.4828	0.4828	0.4828	|	0.3550	0.4202	0.4202	0.4202	|  Best result at epoch 0
72	0.5650	3.0395	|	0.4497	0.4554	0.4554	0.4554	|	0.3071	0.3658	0.3658	0.3658	|  Best result at epoch 0
73	0.5627	3.3768	|	0.4484	0.4572	0.4572	0.4572	|	0.3521	0.4198	0.4198	0.4198	|  Best result at epoch 0
74	0.5703	2.9171	|	0.5453	0.5352	0.5352	0.5352	|	0.3303	0.3916	0.3916	0.3916	|  Best result at epoch 0
75	0.5669	2.7869	|	0.5453	0.5352	0.5352	0.5352	|	0.2684	0.3524	0.3524	0.3524	|  Best result at epoch 0
76	0.5666	2.9002	|	0.5453	0.5352	0.5352	0.5352	|	0.3550	0.4202	0.4202	0.4202	|  Best result at epoch 0
77	0.5633	2.3190	|	0.5997	0.6054	0.6054	0.6054	|	0.3301	0.3936	0.3936	0.3936	|  Best result at epoch 0
78	0.5734	2.5076	|	0.5499	0.5352	0.5352	0.5352	|	0.3550	0.4202	0.4202	0.4202	|  Best result at epoch 0
79	0.5663	2.2575	|	0.5453	0.5352	0.5352	0.5352	|	0.2867	0.3798	0.3798	0.3798	|  Best result at epoch 0
80	0.5699	2.4464	|	0.5453	0.5352	0.5352	0.5352	|	0.3521	0.4198	0.4198	0.4198	|  Best result at epoch 0
81	0.5672	2.9943	|	0.5453	0.5352	0.5352	0.5352	|	0.3544	0.4198	0.4198	0.4198	|  Best result at epoch 0
82	0.5703	2.4964	|	0.4994	0.4994	0.4994	0.4994	|	0.3295	0.3936	0.3936	0.3936	|  Best result at epoch 0
83	0.5639	2.3547	|	0.5453	0.5352	0.5352	0.5352	|	0.3544	0.4198	0.4198	0.4198	|  Best result at epoch 0
84	0.5725	2.8560	|	0.5665	0.5608	0.5608	0.5608	|	0.3532	0.4206	0.4206	0.4206	|  Best result at epoch 0
85	0.5677	2.3996	|	0.6043	0.6132	0.6132	0.6132	|	0.3555	0.4206	0.4206	0.4206	|  Best result at epoch 0
86	0.5609	2.1582	|	0.6043	0.6132	0.6132	0.6132	|	0.3544	0.4198	0.4198	0.4198	|  Best result at epoch 0
87	0.5638	2.5413	|	0.6100	0.6132	0.6132	0.6132	|	0.3550	0.4202	0.4202	0.4202	|  Best result at epoch 0
88	0.5630	2.2435	|	0.5453	0.5352	0.5352	0.5352	|	0.3544	0.4198	0.4198	0.4198	|  Best result at epoch 0
89	0.5645	2.2764	|	0.6320	0.6546	0.6546	0.6546	|	0.2608	0.3486	0.3486	0.3486	|  Best result at epoch 0
90	0.5593	2.4181	|	0.6100	0.6132	0.6132	0.6132	|	0.2670	0.3516	0.3516	0.3516	|  Best result at epoch 0
91	0.5635	2.5646	|	0.6100	0.6132	0.6132	0.6132	|	0.3303	0.3916	0.3916	0.3916	|  Best result at epoch 0
92	0.5642	2.2522	|	0.6325	0.6350	0.6350	0.6350	|	0.3544	0.4198	0.4198	0.4198	|  Best result at epoch 0
93	0.5657	2.4717	|	0.6100	0.6132	0.6132	0.6132	|	0.3550	0.4202	0.4202	0.4202	|  Best result at epoch 0
94	0.5672	2.2867	|	0.6083	0.6114	0.6114	0.6114	|	0.3315	0.3932	0.3932	0.3932	|  Best result at epoch 0
95	0.5661	2.2567	|	0.6100	0.6132	0.6132	0.6132	|	0.2670	0.3516	0.3516	0.3516	|  Best result at epoch 0
96	0.5624	2.1612	|	0.6043	0.6132	0.6132	0.6132	|	0.3521	0.4198	0.4198	0.4198	|  Best result at epoch 0
97	0.5656	2.3813	|	0.6325	0.6350	0.6350	0.6350	|	0.3544	0.4198	0.4198	0.4198	|  Best result at epoch 0
98	0.5593	2.3388	|	0.5835	0.6328	0.6328	0.6328	|	0.2608	0.3486	0.3486	0.3486	|  Best result at epoch 0
99	0.5628	2.4196	|	0.6306	0.6332	0.6332	0.6332	|	0.3301	0.3936	0.3936	0.3936	|  Best result at epoch 0
100	0.5602	2.5259	|	0.6100	0.6132	0.6132	0.6132	|	0.3544	0.4198	0.4198	0.4198	|  Best result at epoch 0
101	0.5610	2.3957	|	0.6083	0.6114	0.6114	0.6114	|	0.3294	0.3936	0.3936	0.3936	|  Best result at epoch 0
102	0.5655	2.1582	|	0.6023	0.6114	0.6114	0.6114	|	0.3324	0.3936	0.3936	0.3936	|  Best result at epoch 0
103	0.5674	2.4948	|	0.6100	0.6132	0.6132	0.6132	|	0.3538	0.4194	0.4194	0.4194	|  Best result at epoch 0
104	0.5583	2.4469	|	0.5997	0.6054	0.6054	0.6054	|	0.3321	0.3936	0.3936	0.3936	|  Best result at epoch 0
