epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
17	0.6653	2.6527	|	0.4715	0.4828	0.4828	0.4828	|	0.2725	0.3516	0.3516	0.3516	|  Best result at epoch 0
18	0.6630	2.7358	|	0.4715	0.4828	0.4828	0.4828	|	0.2434	0.3232	0.3232	0.3232	|  Best result at epoch 0
19	0.6597	2.6793	|	0.4640	0.5024	0.5024	0.5024	|	0.1931	0.2818	0.2818	0.2818	|  Best result at epoch 0
20	0.6587	2.8129	|	0.4734	0.4872	0.4872	0.4872	|	0.2873	0.3702	0.3702	0.3702	|  Best result at epoch 0
21	0.6617	2.8749	|	0.4615	0.5278	0.5278	0.5278	|	0.1956	0.2820	0.2820	0.2820	|  Best result at epoch 0
22	0.6530	2.9671	|	0.4715	0.4828	0.4828	0.4828	|	0.2749	0.3524	0.3524	0.3524	|  Best result at epoch 0
23	0.6531	3.2209	|	0.4641	0.5024	0.5024	0.5024	|	0.2021	0.2878	0.2878	0.2878	|  Best result at epoch 0
24	0.6472	3.0687	|	0.4641	0.5024	0.5024	0.5024	|	0.1926	0.2812	0.2812	0.2812	|  Best result at epoch 0
25	0.6490	2.5588	|	0.4640	0.5024	0.5024	0.5024	|	0.2551	0.3486	0.3486	0.3486	|  Best result at epoch 0
26	0.6433	3.2110	|	0.4704	0.4692	0.4692	0.4692	|	0.2749	0.3394	0.3394	0.3394	|  Best result at epoch 0
27	0.6441	2.9952	|	0.4715	0.4828	0.4828	0.4828	|	0.2866	0.3732	0.3732	0.3732	|  Best result at epoch 0
28	0.6422	3.0069	|	0.4715	0.4828	0.4828	0.4828	|	0.3010	0.3814	0.3814	0.3814	|  Best result at epoch 0
29	0.6355	3.2382	|	0.4715	0.4828	0.4828	0.4828	|	0.2866	0.3732	0.3732	0.3732	|  Best result at epoch 0
30	0.6360	3.4063	|	0.4648	0.4790	0.4790	0.4790	|	0.2433	0.3314	0.3314	0.3314	|  Best result at epoch 0
31	0.6354	3.1659	|	0.4721	0.4872	0.4872	0.4872	|	0.2608	0.3478	0.3478	0.3478	|  Best result at epoch 0
32	0.6310	3.0943	|	0.4906	0.5200	0.5200	0.5200	|	0.2599	0.3506	0.3506	0.3506	|  Best result at epoch 0
33	0.6341	3.2876	|	0.4905	0.5196	0.5196	0.5196	|	0.2469	0.3266	0.3266	0.3266	|  Best result at epoch 0
34	0.6279	2.8609	|	0.4860	0.5072	0.5072	0.5072	|	0.2863	0.3750	0.3750	0.3750	|  Best result at epoch 0
35	0.6290	3.1152	|	0.4766	0.5278	0.5278	0.5278	|	0.2136	0.3310	0.3310	0.3310	|  Best result at epoch 0
36	0.6299	3.3932	|	0.4892	0.5082	0.5082	0.5082	|	0.3009	0.3974	0.3974	0.3974	|  Best result at epoch 0
37	0.6265	3.3322	|	0.4814	0.5136	0.5136	0.5136	|	0.2433	0.3334	0.3334	0.3334	|  Best result at epoch 0
38	0.6248	3.6103	|	0.4717	0.4778	0.4778	0.4778	|	0.2381	0.3102	0.3102	0.3102	|  Best result at epoch 0
39	0.6180	3.6240	|	0.4853	0.5066	0.5066	0.5066	|	0.2877	0.3750	0.3750	0.3750	|  Best result at epoch 0
40	0.6224	3.5734	|	0.4892	0.5082	0.5082	0.5082	|	0.3019	0.4018	0.4018	0.4018	|  Best result at epoch 0
41	0.6162	4.0749	|	0.4892	0.5082	0.5082	0.5082	|	0.2859	0.3794	0.3794	0.3794	|  Best result at epoch 0
42	0.6175	4.0043	|	0.4699	0.4828	0.4828	0.4828	|	0.2914	0.3868	0.3868	0.3868	|  Best result at epoch 0
43	0.6116	4.0434	|	0.4640	0.5024	0.5024	0.5024	|	0.2148	0.3160	0.3160	0.3160	|  Best result at epoch 0
44	0.6096	4.2313	|	0.4699	0.4828	0.4828	0.4828	|	0.2643	0.3530	0.3530	0.3530	|  Best result at epoch 0
45	0.6075	4.0436	|	0.4641	0.5028	0.5028	0.5028	|	0.1985	0.2990	0.2990	0.2990	|  Best result at epoch 0
46	0.6025	4.0654	|	0.4892	0.5082	0.5082	0.5082	|	0.2894	0.3794	0.3794	0.3794	|  Best result at epoch 0
47	0.6003	4.4737	|	0.4715	0.4828	0.4828	0.4828	|	0.2909	0.3802	0.3802	0.3802	|  Best result at epoch 0
48	0.5989	4.3832	|	0.4715	0.4828	0.4828	0.4828	|	0.2582	0.3460	0.3460	0.3460	|  Best result at epoch 0
49	0.5962	4.5358	|	0.4713	0.4828	0.4828	0.4828	|	0.2777	0.3528	0.3528	0.3528	|  Best result at epoch 0
50	0.5931	4.3100	|	0.4892	0.5082	0.5082	0.5082	|	0.3027	0.4022	0.4022	0.4022	|  Best result at epoch 0
51	0.5985	4.3567	|	0.4896	0.5126	0.5126	0.5126	|	0.2560	0.3408	0.3408	0.3408	|  Best result at epoch 0
52	0.5941	4.2839	|	0.4891	0.5082	0.5082	0.5082	|	0.2825	0.3740	0.3740	0.3740	|  Best result at epoch 0
53	0.5908	4.3748	|	0.4859	0.5072	0.5072	0.5072	|	0.2601	0.3460	0.3460	0.3460	|  Best result at epoch 0
54	0.5942	4.0943	|	0.4765	0.5278	0.5278	0.5278	|	0.1941	0.3028	0.3028	0.3028	|  Best result at epoch 0
55	0.5896	4.2243	|	0.4891	0.5082	0.5082	0.5082	|	0.2641	0.3516	0.3516	0.3516	|  Best result at epoch 0
56	0.5896	4.2187	|	0.4891	0.5082	0.5082	0.5082	|	0.2749	0.3684	0.3684	0.3684	|  Best result at epoch 0
57	0.5882	4.2166	|	0.4891	0.5082	0.5082	0.5082	|	0.2793	0.3740	0.3740	0.3740	|  Best result at epoch 0
58	0.5903	4.2200	|	0.4698	0.4828	0.4828	0.4828	|	0.2565	0.3460	0.3460	0.3460	|  Best result at epoch 0
59	0.5898	4.1037	|	0.4891	0.5082	0.5082	0.5082	|	0.2640	0.3516	0.3516	0.3516	|  Best result at epoch 0
60	0.5873	4.1853	|	0.4891	0.5082	0.5082	0.5082	|	0.2793	0.3740	0.3740	0.3740	|  Best result at epoch 0
61	0.5880	4.2356	|	0.4698	0.4828	0.4828	0.4828	|	0.2765	0.3740	0.3740	0.3740	|  Best result at epoch 0
62	0.5910	4.2110	|	0.4891	0.5082	0.5082	0.5082	|	0.2599	0.3460	0.3460	0.3460	|  Best result at epoch 0
63	0.5860	4.1856	|	0.4891	0.5082	0.5082	0.5082	|	0.2606	0.3516	0.3516	0.3516	|  Best result at epoch 0
64	0.5848	4.1074	|	0.4892	0.5082	0.5082	0.5082	|	0.2867	0.3798	0.3798	0.3798	|  Best result at epoch 0
65	0.5886	4.1102	|	0.4714	0.4828	0.4828	0.4828	|	0.2931	0.3918	0.3918	0.3918	|  Best result at epoch 0
66	0.5887	3.8887	|	0.4994	0.5316	0.5316	0.5316	|	0.2709	0.3660	0.3660	0.3660	|  Best result at epoch 0
67	0.5863	4.0405	|	0.4891	0.5082	0.5082	0.5082	|	0.2606	0.3516	0.3516	0.3516	|  Best result at epoch 0
68	0.5923	3.9436	|	0.4891	0.5082	0.5082	0.5082	|	0.2565	0.3460	0.3460	0.3460	|  Best result at epoch 0
69	0.5857	4.2344	|	0.4714	0.4828	0.4828	0.4828	|	0.2641	0.3516	0.3516	0.3516	|  Best result at epoch 0
70	0.5876	3.8250	|	0.4891	0.5082	0.5082	0.5082	|	0.2793	0.3740	0.3740	0.3740	|  Best result at epoch 0
71	0.5855	3.9318	|	0.4698	0.4828	0.4828	0.4828	|	0.2565	0.3460	0.3460	0.3460	|  Best result at epoch 0
72	0.5871	4.1265	|	0.4876	0.5044	0.5044	0.5044	|	0.2821	0.3740	0.3740	0.3740	|  Best result at epoch 0
73	0.5827	3.8642	|	0.4999	0.5320	0.5320	0.5320	|	0.2704	0.3686	0.3686	0.3686	|  Best result at epoch 0
74	0.5873	4.0314	|	0.4698	0.4828	0.4828	0.4828	|	0.2565	0.3460	0.3460	0.3460	|  Best result at epoch 0
75	0.5829	4.0892	|	0.4891	0.5082	0.5082	0.5082	|	0.2794	0.3740	0.3740	0.3740	|  Best result at epoch 0
76	0.5839	4.2072	|	0.4714	0.4828	0.4828	0.4828	|	0.2649	0.3532	0.3532	0.3532	|  Best result at epoch 0
77	0.5835	4.0819	|	0.4698	0.4828	0.4828	0.4828	|	0.2793	0.3740	0.3740	0.3740	|  Best result at epoch 0
78	0.5840	4.0797	|	0.4891	0.5082	0.5082	0.5082	|	0.2749	0.3684	0.3684	0.3684	|  Best result at epoch 0
79	0.5837	4.1700	|	0.4482	0.4572	0.4572	0.4572	|	0.2606	0.3516	0.3516	0.3516	|  Best result at epoch 0
80	0.5835	4.1546	|	0.4482	0.4572	0.4572	0.4572	|	0.2606	0.3516	0.3516	0.3516	|  Best result at epoch 0
81	0.5848	3.9786	|	0.4896	0.5126	0.5126	0.5126	|	0.2709	0.3632	0.3632	0.3632	|  Best result at epoch 0
82	0.5819	4.1955	|	0.4646	0.4790	0.4790	0.4790	|	0.2606	0.3516	0.3516	0.3516	|  Best result at epoch 0
83	0.5808	4.0260	|	0.4891	0.5082	0.5082	0.5082	|	0.2793	0.3740	0.3740	0.3740	|  Best result at epoch 0
84	0.5823	3.7975	|	0.5005	0.5326	0.5326	0.5326	|	0.2742	0.3696	0.3696	0.3696	|  Best result at epoch 0
85	0.5834	3.9152	|	0.4765	0.5278	0.5278	0.5278	|	0.1934	0.3024	0.3024	0.3024	|  Best result at epoch 0
86	0.5855	3.6463	|	0.4891	0.5082	0.5082	0.5082	|	0.2749	0.3684	0.3684	0.3684	|  Best result at epoch 0
87	0.5803	3.9316	|	0.4839	0.5064	0.5064	0.5064	|	0.2913	0.3952	0.3952	0.3952	|  Best result at epoch 0
88	0.5874	3.6632	|	0.4891	0.5082	0.5082	0.5082	|	0.2794	0.3740	0.3740	0.3740	|  Best result at epoch 0
89	0.5831	4.0273	|	0.4316	0.4468	0.4468	0.4468	|	0.2382	0.3348	0.3348	0.3348	|  Best result at epoch 0
90	0.5815	3.6991	|	0.4892	0.5082	0.5082	0.5082	|	0.2994	0.3966	0.3966	0.3966	|  Best result at epoch 0
91	0.5836	3.5881	|	0.4720	0.4872	0.4872	0.4872	|	0.2528	0.3408	0.3408	0.3408	|  Best result at epoch 0
92	0.5813	3.9198	|	0.4483	0.4572	0.4572	0.4572	|	0.2638	0.3516	0.3516	0.3516	|  Best result at epoch 0
93	0.5830	3.6834	|	0.4835	0.5072	0.5072	0.5072	|	0.2590	0.3484	0.3484	0.3484	|  Best result at epoch 0
94	0.5827	3.5200	|	0.4719	0.4870	0.4870	0.4870	|	0.2951	0.3914	0.3914	0.3914	|  Best result at epoch 0
95	0.5822	3.7919	|	0.4698	0.4828	0.4828	0.4828	|	0.2565	0.3460	0.3460	0.3460	|  Best result at epoch 0
96	0.5840	3.8374	|	0.4698	0.4828	0.4828	0.4828	|	0.2606	0.3516	0.3516	0.3516	|  Best result at epoch 0
97	0.5782	3.9033	|	0.4892	0.5082	0.5082	0.5082	|	0.2952	0.3948	0.3948	0.3948	|  Best result at epoch 0
98	0.5800	4.0217	|	0.4640	0.5024	0.5024	0.5024	|	0.2040	0.3086	0.3086	0.3086	|  Best result at epoch 0
99	0.5837	3.9004	|	0.4483	0.4572	0.4572	0.4572	|	0.2867	0.3798	0.3798	0.3798	|  Best result at epoch 0
100	0.5799	3.6329	|	0.4675	0.4822	0.4822	0.4822	|	0.2640	0.3576	0.3576	0.3576	|  Best result at epoch 0
101	0.5813	3.9132	|	0.4483	0.4572	0.4572	0.4572	|	0.2841	0.3798	0.3798	0.3798	|  Best result at epoch 0
102	0.5820	3.4740	|	0.4766	0.5278	0.5278	0.5278	|	0.2137	0.3310	0.3310	0.3310	|  Best result at epoch 0
103	0.5785	3.7586	|	0.4715	0.4828	0.4828	0.4828	|	0.2843	0.3724	0.3724	0.3724	|  Best result at epoch 0
104	0.5770	4.1424	|	0.4382	0.4510	0.4510	0.4510	|	0.2758	0.3594	0.3594	0.3594	|  Best result at epoch 0
