epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
17	0.6125	2.4991	|	0.4263	0.4548	0.4548	0.4548	|	0.3777	0.4324	0.4324	0.4324	|  Best result at epoch 13
18	0.6061	2.5990	|	0.4489	0.4548	0.4548	0.4548	|	0.3842	0.4320	0.4320	0.4320	|  Best result at epoch 13
19	0.6036	2.7948	|	0.4660	0.4828	0.4828	0.4828	|	0.3291	0.3924	0.3924	0.3924	|  Best result at epoch 13
20	0.5995	2.6975	|	0.4294	0.4744	0.4744	0.4744	|	0.2998	0.3612	0.3612	0.3612	|  Best result at epoch 13
21	0.6045	2.6498	|	0.5254	0.5524	0.5524	0.5524	|	0.3115	0.3608	0.3608	0.3608	|  Best result at epoch 13
22	0.6057	2.6180	|	0.4271	0.4274	0.4274	0.4274	|	0.3851	0.4328	0.4328	0.4328	|  Best result at epoch 13
23	0.5951	2.9783	|	0.4268	0.4270	0.4270	0.4270	|	0.3844	0.4324	0.4324	0.4324	|  Best result at epoch 13
24	0.6021	3.1395	|	0.5425	0.5328	0.5328	0.5328	|	0.3777	0.4324	0.4324	0.4324	|  Best result at epoch 13
25	0.5967	2.3666	|	0.5221	0.5054	0.5054	0.5054	|	0.3732	0.4382	0.4382	0.4382	|  Best result at epoch 13
26	0.5961	3.0178	|	0.5253	0.5524	0.5524	0.5524	|	0.3022	0.3616	0.3616	0.3616	|  Best result at epoch 13
27	0.5929	2.7916	|	0.5425	0.5328	0.5328	0.5328	|	0.3839	0.4320	0.4320	0.4320	|  Best result at epoch 13
28	0.5985	2.8494	|	0.4269	0.4270	0.4270	0.4270	|	0.3851	0.4328	0.4328	0.4328	|  Best result at epoch 13
29	0.5950	2.8622	|	0.5222	0.5050	0.5050	0.5050	|	0.2621	0.3524	0.3524	0.3524	|  Best result at epoch 13
30	0.5952	3.1897	|	0.4263	0.4548	0.4548	0.4548	|	0.4102	0.4606	0.4606	0.4606	|  Best result at epoch 13
31	0.5994	3.4105	|	0.4389	0.4270	0.4270	0.4270	|	0.4301	0.4560	0.4560	0.4560	|  Best result at epoch 13
32	0.5976	3.1108	|	0.4660	0.4828	0.4828	0.4828	|	0.3327	0.3920	0.3920	0.3920	|  Best result at epoch 13
33	0.6064	2.5113	|	0.4660	0.4828	0.4828	0.4828	|	0.3574	0.4202	0.4202	0.4202	|  Best result at epoch 13
34	0.5957	2.9504	|	0.4264	0.4548	0.4548	0.4548	|	0.3321	0.3920	0.3920	0.3920	|  Best result at epoch 13
35	0.5946	2.6237	|	0.5426	0.5328	0.5328	0.5328	|	0.4098	0.4602	0.4602	0.4602	|  Best result at epoch 13
36	0.5874	2.2339	|	0.4253	0.4270	0.4270	0.4270	|	0.4141	0.4606	0.4606	0.4606	|  Best result at epoch 13
37	0.5941	3.2130	|	0.4263	0.4548	0.4548	0.4548	|	0.2992	0.3640	0.3640	0.3640	|  Best result at epoch 13
38	0.5921	3.1903	|	0.4293	0.4744	0.4744	0.4744	|	0.2807	0.3494	0.3494	0.3494	|  Best result at epoch 13
39	0.5876	3.5900	|	0.4035	0.3996	0.3996	0.3996	|	0.3572	0.4062	0.4062	0.4062	|  Best result at epoch 13
40	0.5894	4.0775	|	0.4338	0.4214	0.4214	0.4214	|	0.3422	0.3902	0.3902	0.3902	|  Best result at epoch 13
41	0.5841	3.3517	|	0.4229	0.4548	0.4548	0.4548	|	0.3045	0.3636	0.3636	0.3636	|  Best result at epoch 13
42	0.5954	3.2077	|	0.4456	0.4828	0.4828	0.4828	|	0.3568	0.4206	0.4206	0.4206	|  Best result at epoch 13
43	0.5945	3.5050	|	0.4264	0.4548	0.4548	0.4548	|	0.3320	0.3920	0.3920	0.3920	|  Best result at epoch 13
44	0.5855	3.2532	|	0.4489	0.4548	0.4548	0.4548	|	0.3846	0.4324	0.4324	0.4324	|  Best result at epoch 13
45	0.5937	3.4198	|	0.4489	0.4548	0.4548	0.4548	|	0.3845	0.4320	0.4320	0.4320	|  Best result at epoch 13
46	0.5856	3.1568	|	0.4489	0.4548	0.4548	0.4548	|	0.3850	0.4324	0.4324	0.4324	|  Best result at epoch 13
47	0.5915	3.5137	|	0.4459	0.4832	0.4832	0.4832	|	0.3057	0.3640	0.3640	0.3640	|  Best result at epoch 13
48	0.5851	3.4120	|	0.2214	0.3012	0.3012	0.3012	|	0.3542	0.4036	0.4036	0.4036	|  Best result at epoch 13
49	0.5855	3.3612	|	0.4202	0.4548	0.4548	0.4548	|	0.3349	0.3920	0.3920	0.3920	|  Best result at epoch 13
50	0.5852	2.8618	|	0.4638	0.4828	0.4828	0.4828	|	0.3319	0.3918	0.3918	0.3918	|  Best result at epoch 13
51	0.5824	3.6175	|	0.4489	0.4548	0.4548	0.4548	|	0.2621	0.3524	0.3524	0.3524	|  Best result at epoch 13
52	0.5864	3.8225	|	0.4235	0.4554	0.4554	0.4554	|	0.2366	0.3258	0.3258	0.3258	|  Best result at epoch 13
53	0.5871	2.9082	|	0.4269	0.4270	0.4270	0.4270	|	0.3864	0.4324	0.4324	0.4324	|  Best result at epoch 13
54	0.5947	4.0333	|	0.4169	0.4488	0.4488	0.4488	|	0.2639	0.3212	0.3212	0.3212	|  Best result at epoch 13
55	0.5935	3.3394	|	0.4463	0.4572	0.4572	0.4572	|	0.3326	0.3924	0.3924	0.3924	|  Best result at epoch 13
56	0.5832	3.9466	|	0.4318	0.4292	0.4292	0.4292	|	0.3839	0.4320	0.4320	0.4320	|  Best result at epoch 13
57	0.6065	3.2763	|	0.4020	0.4278	0.4278	0.4278	|	0.3345	0.3940	0.3940	0.3940	|  Best result at epoch 13
58	0.6008	2.9893	|	0.4052	0.4274	0.4274	0.4274	|	0.3021	0.3662	0.3662	0.3662	|  Best result at epoch 13
59	0.5801	3.0344	|	0.5152	0.5268	0.5268	0.5268	|	0.3045	0.3618	0.3618	0.3618	|  Best result at epoch 13
60	0.5874	3.7640	|	0.4659	0.4828	0.4828	0.4828	|	0.3839	0.4320	0.4320	0.4320	|  Best result at epoch 13
61	0.5911	3.4620	|	0.4264	0.4548	0.4548	0.4548	|	0.3326	0.3924	0.3924	0.3924	|  Best result at epoch 13
62	0.5884	3.5038	|	0.4493	0.4554	0.4554	0.4554	|	0.3025	0.3662	0.3662	0.3662	|  Best result at epoch 13
63	0.5917	3.6863	|	0.4264	0.4548	0.4548	0.4548	|	0.3574	0.4206	0.4206	0.4206	|  Best result at epoch 13
64	0.5766	4.0425	|	0.4281	0.4572	0.4572	0.4572	|	0.3326	0.3924	0.3924	0.3924	|  Best result at epoch 13
65	0.5861	4.6003	|	0.4263	0.4548	0.4548	0.4548	|	0.2995	0.3640	0.3640	0.3640	|  Best result at epoch 13
66	0.5788	3.9851	|	0.4660	0.4828	0.4828	0.4828	|	0.3568	0.4206	0.4206	0.4206	|  Best result at epoch 13
67	0.5999	3.3231	|	0.4471	0.4554	0.4554	0.4554	|	0.3029	0.3662	0.3662	0.3662	|  Best result at epoch 13
68	0.6133	3.4879	|	0.4586	0.4548	0.4548	0.4548	|	0.4119	0.4324	0.4324	0.4324	|  Best result at epoch 13
69	0.5775	3.6776	|	0.4065	0.3996	0.3996	0.3996	|	0.3514	0.4066	0.4066	0.4066	|  Best result at epoch 13
70	0.5866	2.3754	|	0.5427	0.5328	0.5328	0.5328	|	0.3033	0.3636	0.3636	0.3636	|  Best result at epoch 13
71	0.5836	3.7581	|	0.4052	0.4274	0.4274	0.4274	|	0.2993	0.3666	0.3666	0.3666	|  Best result at epoch 13
72	0.5943	2.5985	|	0.5326	0.5050	0.5050	0.5050	|	0.3601	0.3924	0.3924	0.3924	|  Best result at epoch 13
73	0.5796	3.4122	|	0.4489	0.4548	0.4548	0.4548	|	0.3287	0.3924	0.3924	0.3924	|  Best result at epoch 13
74	0.5870	3.1168	|	0.5762	0.5852	0.5852	0.5852	|	0.3337	0.3928	0.3928	0.3928	|  Best result at epoch 74
75	0.5908	4.5317	|	0.4660	0.4828	0.4828	0.4828	|	0.3326	0.3924	0.3924	0.3924	|  Best result at epoch 74
76	0.5845	4.1672	|	0.4078	0.4014	0.4014	0.4014	|	0.3354	0.3924	0.3924	0.3924	|  Best result at epoch 74
77	0.5776	4.3653	|	0.4021	0.4274	0.4274	0.4274	|	0.3029	0.3662	0.3662	0.3662	|  Best result at epoch 74
78	0.5875	4.0672	|	0.4429	0.4550	0.4550	0.4550	|	0.3326	0.3924	0.3924	0.3924	|  Best result at epoch 74
79	0.5875	3.5875	|	0.4052	0.4274	0.4274	0.4274	|	0.3029	0.3662	0.3662	0.3662	|  Best result at epoch 74
80	0.5737	4.4174	|	0.4269	0.4270	0.4270	0.4270	|	0.2565	0.3524	0.3524	0.3524	|  Best result at epoch 74
81	0.5803	3.7442	|	0.4012	0.4192	0.4192	0.4192	|	0.2439	0.2954	0.2954	0.2954	|  Best result at epoch 74
82	0.5919	5.2317	|	0.4507	0.4576	0.4576	0.4576	|	0.3320	0.3920	0.3920	0.3920	|  Best result at epoch 74
83	0.5777	4.3143	|	0.4489	0.4548	0.4548	0.4548	|	0.3326	0.3924	0.3924	0.3924	|  Best result at epoch 74
84	0.5737	4.8430	|	0.4078	0.4014	0.4014	0.4014	|	0.3325	0.3924	0.3924	0.3924	|  Best result at epoch 74
85	0.5796	5.3016	|	0.4139	0.3996	0.3996	0.3996	|	0.2707	0.3266	0.3266	0.3266	|  Best result at epoch 74
86	0.5813	4.8314	|	0.4064	0.3996	0.3996	0.3996	|	0.3023	0.3662	0.3662	0.3662	|  Best result at epoch 74
87	0.5758	4.5513	|	0.4428	0.4548	0.4548	0.4548	|	0.3320	0.3920	0.3920	0.3920	|  Best result at epoch 74
88	0.5793	4.0905	|	0.4003	0.4014	0.4014	0.4014	|	0.3291	0.3924	0.3924	0.3924	|  Best result at epoch 74
89	0.5763	4.3939	|	0.4052	0.4274	0.4274	0.4274	|	0.3029	0.3662	0.3662	0.3662	|  Best result at epoch 74
90	0.5779	5.1442	|	0.4462	0.4554	0.4554	0.4554	|	0.3009	0.3666	0.3666	0.3666	|  Best result at epoch 74
91	0.5836	4.5977	|	0.4577	0.4576	0.4576	0.4576	|	0.3592	0.3920	0.3920	0.3920	|  Best result at epoch 74
92	0.5847	4.3458	|	0.4489	0.4548	0.4548	0.4548	|	0.2583	0.3524	0.3524	0.3524	|  Best result at epoch 74
93	0.5755	5.6636	|	0.4274	0.4274	0.4274	0.4274	|	0.2986	0.3662	0.3662	0.3662	|  Best result at epoch 74
94	0.5745	5.5018	|	0.4305	0.4274	0.4274	0.4274	|	0.2333	0.3262	0.3262	0.3262	|  Best result at epoch 74
95	0.6170	4.9308	|	0.4025	0.4014	0.4014	0.4014	|	0.3297	0.3928	0.3928	0.3928	|  Best result at epoch 74
96	0.5712	5.9927	|	0.4455	0.4548	0.4548	0.4548	|	0.3297	0.3928	0.3928	0.3928	|  Best result at epoch 74
97	0.5912	6.1277	|	0.4264	0.4548	0.4548	0.4548	|	0.3298	0.3928	0.3928	0.3928	|  Best result at epoch 74
98	0.5909	6.0334	|	0.4318	0.4292	0.4292	0.4292	|	0.3302	0.3928	0.3928	0.3928	|  Best result at epoch 74
99	0.5728	4.3843	|	0.4628	0.4828	0.4828	0.4828	|	0.3293	0.3928	0.3928	0.3928	|  Best result at epoch 74
100	0.5771	3.9763	|	0.4232	0.4548	0.4548	0.4548	|	0.3331	0.3928	0.3928	0.3928	|  Best result at epoch 74
101	0.5738	5.4521	|	0.4628	0.4828	0.4828	0.4828	|	0.3537	0.4206	0.4206	0.4206	|  Best result at epoch 74
102	0.5787	5.8481	|	0.4493	0.4554	0.4554	0.4554	|	0.3034	0.3666	0.3666	0.3666	|  Best result at epoch 74
103	0.5694	5.3670	|	0.4318	0.4292	0.4292	0.4292	|	0.2564	0.3524	0.3524	0.3524	|  Best result at epoch 74
104	0.5740	4.0337	|	0.5744	0.5612	0.5612	0.5612	|	0.3307	0.3918	0.3918	0.3918	|  Best result at epoch 74
105	0.5806	4.9125	|	0.4425	0.4828	0.4828	0.4828	|	0.3327	0.3924	0.3924	0.3924	|  Best result at epoch 74
106	0.5780	5.7973	|	0.4271	0.4274	0.4274	0.4274	|	0.2340	0.3266	0.3266	0.3266	|  Best result at epoch 74
107	0.5706	6.0963	|	0.4493	0.4554	0.4554	0.4554	|	0.3035	0.3666	0.3666	0.3666	|  Best result at epoch 74
108	0.5726	5.3491	|	0.4052	0.4274	0.4274	0.4274	|	0.2353	0.3266	0.3266	0.3266	|  Best result at epoch 74
109	0.6006	6.4277	|	0.4457	0.4828	0.4828	0.4828	|	0.3273	0.3928	0.3928	0.3928	|  Best result at epoch 74
110	0.5694	5.5434	|	0.4338	0.4214	0.4214	0.4214	|	0.2976	0.3568	0.3568	0.3568	|  Best result at epoch 74
111	0.5778	5.7314	|	0.4287	0.4292	0.4292	0.4292	|	0.3331	0.3928	0.3928	0.3928	|  Best result at epoch 74
112	0.5761	5.7009	|	0.4281	0.4572	0.4572	0.4572	|	0.2573	0.3528	0.3528	0.3528	|  Best result at epoch 74
113	0.5719	4.0283	|	0.3981	0.4292	0.4292	0.4292	|	0.3270	0.3912	0.3912	0.3912	|  Best result at epoch 74
114	0.5752	4.7477	|	0.3991	0.4274	0.4274	0.4274	|	0.2999	0.3658	0.3658	0.3658	|  Best result at epoch 74
115	0.5671	3.9464	|	0.4209	0.4292	0.4292	0.4292	|	0.3308	0.3930	0.3930	0.3930	|  Best result at epoch 74
116	0.5894	5.1936	|	0.4244	0.4274	0.4274	0.4274	|	0.2346	0.3262	0.3262	0.3262	|  Best result at epoch 74
117	0.5711	5.5624	|	0.4305	0.4274	0.4274	0.4274	|	0.2400	0.3266	0.3266	0.3266	|  Best result at epoch 74
118	1.2299	4.5175	|	0.4263	0.4548	0.4548	0.4548	|	0.3331	0.3924	0.3924	0.3924	|  Best result at epoch 74
119	0.8146	5.6649	|	0.4271	0.4274	0.4274	0.4274	|	0.3026	0.3666	0.3666	0.3666	|  Best result at epoch 74
120	0.5738	5.1875	|	0.4051	0.4014	0.4014	0.4014	|	0.2613	0.3520	0.3520	0.3520	|  Best result at epoch 74
121	0.5710	6.0916	|	0.4240	0.4558	0.4558	0.4558	|	0.3037	0.3658	0.3658	0.3658	|  Best result at epoch 74
122	0.5723	5.1010	|	0.4425	0.4828	0.4828	0.4828	|	0.3273	0.3928	0.3928	0.3928	|  Best result at epoch 74
123	0.5762	5.7625	|	0.4237	0.4554	0.4554	0.4554	|	0.3027	0.3662	0.3662	0.3662	|  Best result at epoch 74
124	0.5757	5.0317	|	0.3991	0.4274	0.4274	0.4274	|	0.3029	0.3662	0.3662	0.3662	|  Best result at epoch 74
125	0.5709	5.7588	|	0.4462	0.4554	0.4554	0.4554	|	0.3029	0.3662	0.3662	0.3662	|  Best result at epoch 74
126	0.5713	5.4428	|	0.4237	0.4554	0.4554	0.4554	|	0.3029	0.3662	0.3662	0.3662	|  Best result at epoch 74
127	0.5703	5.6111	|	0.4232	0.4292	0.4292	0.4292	|	0.3331	0.3928	0.3928	0.3928	|  Best result at epoch 74
128	0.5753	6.3959	|	0.4305	0.4274	0.4274	0.4274	|	0.2400	0.3266	0.3266	0.3266	|  Best result at epoch 74
