epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
70	1.0739	1.6013	|	0.5556	0.6058	0.6058	0.6058	|	0.2958	0.3498	0.3498	0.3498	|  Best result at epoch 22
71	1.0789	1.6659	|	0.5598	0.6040	0.6040	0.6040	|	0.3144	0.3636	0.3636	0.3636	|  Best result at epoch 22
72	1.0888	1.6459	|	0.5181	0.5530	0.5530	0.5530	|	0.3106	0.3640	0.3640	0.3640	|  Best result at epoch 22
73	1.0701	1.6866	|	0.5573	0.6098	0.6098	0.6098	|	0.3461	0.4076	0.4076	0.4076	|  Best result at epoch 22
74	1.0836	1.5909	|	0.5552	0.6058	0.6058	0.6058	|	0.2676	0.3676	0.3676	0.3676	|  Best result at epoch 22
75	1.0771	1.6659	|	0.4038	0.4410	0.4410	0.4410	|	0.2968	0.3122	0.3122	0.3122	|  Best result at epoch 22
76	1.0713	1.7003	|	0.5567	0.6316	0.6316	0.6316	|	0.3149	0.3840	0.3840	0.3840	|  Best result at epoch 22
77	1.0762	1.6657	|	0.4619	0.5536	0.5536	0.5536	|	0.2854	0.4016	0.4016	0.4016	|  Best result at epoch 22
78	1.0848	1.7591	|	0.5307	0.6040	0.6040	0.6040	|	0.3136	0.3636	0.3636	0.3636	|  Best result at epoch 22
79	1.0793	1.6909	|	0.5440	0.6058	0.6058	0.6058	|	0.2567	0.3498	0.3498	0.3498	|  Best result at epoch 22
80	1.0785	1.6608	|	0.5470	0.6058	0.6058	0.6058	|	0.2958	0.3498	0.3498	0.3498	|  Best result at epoch 22
81	1.0762	1.6662	|	0.4976	0.4938	0.4938	0.4938	|	0.3464	0.4080	0.4080	0.4080	|  Best result at epoch 22
82	1.0752	1.6576	|	0.6602	0.6690	0.6690	0.6690	|	0.3106	0.3640	0.3640	0.3640	|  Best result at epoch 22
83	1.0645	1.6521	|	0.4691	0.5536	0.5536	0.5536	|	0.2798	0.4000	0.4000	0.4000	|  Best result at epoch 22
84	1.0699	1.7006	|	0.4636	0.5278	0.5278	0.5278	|	0.2958	0.3498	0.3498	0.3498	|  Best result at epoch 22
85	1.0922	1.6773	|	0.4578	0.5260	0.5260	0.5260	|	0.3144	0.3636	0.3636	0.3636	|  Best result at epoch 22
86	1.0682	1.6886	|	0.4512	0.4972	0.4972	0.4972	|	0.2882	0.3356	0.3356	0.3356	|  Best result at epoch 22
87	1.0748	1.6153	|	0.5575	0.5784	0.5784	0.5784	|	0.3136	0.3636	0.3636	0.3636	|  Best result at epoch 22
88	1.0825	1.7101	|	0.5233	0.5156	0.5156	0.5156	|	0.3468	0.4146	0.4146	0.4146	|  Best result at epoch 22
89	1.0839	1.6674	|	0.4807	0.4972	0.4972	0.4972	|	0.3109	0.3644	0.3644	0.3644	|  Best result at epoch 22
90	1.0816	1.6747	|	0.5602	0.6316	0.6316	0.6316	|	0.2718	0.3770	0.3770	0.3770	|  Best result at epoch 22
91	1.0727	1.6552	|	0.5549	0.6098	0.6098	0.6098	|	0.3438	0.4076	0.4076	0.4076	|  Best result at epoch 22
92	1.0684	1.6995	|	0.4521	0.4972	0.4972	0.4972	|	0.3106	0.3640	0.3640	0.3640	|  Best result at epoch 22
93	1.0779	1.6511	|	0.5439	0.5352	0.5352	0.5352	|	0.3069	0.3430	0.3430	0.3430	|  Best result at epoch 22
94	1.0649	1.6026	|	0.5612	0.6058	0.6058	0.6058	|	0.2958	0.3498	0.3498	0.3498	|  Best result at epoch 22
95	1.0677	1.6407	|	0.5440	0.6058	0.6058	0.6058	|	0.2567	0.3498	0.3498	0.3498	|  Best result at epoch 22
96	1.0665	1.6829	|	0.4505	0.4972	0.4972	0.4972	|	0.2885	0.3360	0.3360	0.3360	|  Best result at epoch 22
97	1.0649	1.8956	|	0.3412	0.4058	0.4058	0.4058	|	0.1093	0.1498	0.1498	0.1498	|  Best result at epoch 22
98	1.0698	1.7220	|	0.5181	0.5530	0.5530	0.5530	|	0.3110	0.3640	0.3640	0.3640	|  Best result at epoch 22
99	1.0693	1.6671	|	0.5598	0.6040	0.6040	0.6040	|	0.3144	0.3636	0.3636	0.3636	|  Best result at epoch 22
100	1.0703	1.7367	|	0.4589	0.4972	0.4972	0.4972	|	0.2491	0.3356	0.3356	0.3356	|  Best result at epoch 22
101	1.0706	1.6450	|	0.5363	0.6058	0.6058	0.6058	|	0.2958	0.3498	0.3498	0.3498	|  Best result at epoch 22
102	1.0708	1.6561	|	0.4259	0.5278	0.5278	0.5278	|	0.2498	0.3276	0.3276	0.3276	|  Best result at epoch 22
103	1.0626	1.6515	|	0.4990	0.5530	0.5530	0.5530	|	0.3110	0.3640	0.3640	0.3640	|  Best result at epoch 22
104	1.0879	1.6894	|	0.5663	0.6058	0.6058	0.6058	|	0.2958	0.3498	0.3498	0.3498	|  Best result at epoch 22
105	1.0747	1.6789	|	0.4622	0.5536	0.5536	0.5536	|	0.3531	0.4240	0.4240	0.4240	|  Best result at epoch 22
106	1.0775	1.6422	|	0.5573	0.6098	0.6098	0.6098	|	0.3464	0.4080	0.4080	0.4080	|  Best result at epoch 22
107	1.0695	1.6644	|	0.4413	0.5278	0.5278	0.5278	|	0.2567	0.3498	0.3498	0.3498	|  Best result at epoch 22
108	1.0610	1.7651	|	0.4433	0.4972	0.4972	0.4972	|	0.2887	0.3364	0.3364	0.3364	|  Best result at epoch 22
109	1.0902	1.6498	|	0.4636	0.5278	0.5278	0.5278	|	0.3067	0.3676	0.3676	0.3676	|  Best result at epoch 22
110	1.0709	1.6529	|	0.5107	0.5784	0.5784	0.5784	|	0.3118	0.3640	0.3640	0.3640	|  Best result at epoch 22
111	1.0635	1.6731	|	0.5363	0.6058	0.6058	0.6058	|	0.3067	0.3676	0.3676	0.3676	|  Best result at epoch 22
112	1.0596	1.6218	|	0.5362	0.5784	0.5784	0.5784	|	0.3110	0.3640	0.3640	0.3640	|  Best result at epoch 22
113	1.0771	1.7430	|	0.4121	0.5278	0.5278	0.5278	|	0.2958	0.3498	0.3498	0.3498	|  Best result at epoch 22
114	1.0760	1.7594	|	0.4063	0.4572	0.4572	0.4572	|	0.2821	0.3304	0.3304	0.3304	|  Best result at epoch 22
115	1.0643	1.6335	|	0.4489	0.5278	0.5278	0.5278	|	0.3067	0.3676	0.3676	0.3676	|  Best result at epoch 22
116	1.0733	1.6516	|	0.4965	0.5530	0.5530	0.5530	|	0.3110	0.3640	0.3640	0.3640	|  Best result at epoch 22
117	1.0696	1.7275	|	0.4692	0.5250	0.5250	0.5250	|	0.3106	0.3640	0.3640	0.3640	|  Best result at epoch 22
118	1.0683	1.7229	|	0.4955	0.5530	0.5530	0.5530	|	0.3111	0.3640	0.3640	0.3640	|  Best result at epoch 22
119	1.0708	1.7199	|	0.3518	0.4376	0.4376	0.4376	|	0.3157	0.3840	0.3840	0.3840	|  Best result at epoch 22
120	1.0683	1.6559	|	0.4489	0.5278	0.5278	0.5278	|	0.3067	0.3676	0.3676	0.3676	|  Best result at epoch 22
121	1.0644	1.8196	|	0.4546	0.5536	0.5536	0.5536	|	0.3438	0.4076	0.4076	0.4076	|  Best result at epoch 22
