epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
93	1.1606	1.3735	|	0.6379	0.6938	0.6938	0.6938	|	0.3132	0.4404	0.4404	0.4404	|  Best result at epoch 2
94	1.1789	1.2592	|	0.7228	0.7252	0.7252	0.7252	|	0.2547	0.3388	0.3388	0.3388	|  Best result at epoch 2
95	1.1691	1.3097	|	0.5744	0.6154	0.6154	0.6154	|	0.2119	0.3428	0.3428	0.3428	|  Best result at epoch 2
96	1.1920	1.2753	|	0.5282	0.5814	0.5814	0.5814	|	0.2069	0.2964	0.2964	0.2964	|  Best result at epoch 2
97	1.1881	1.3729	|	0.5575	0.6092	0.6092	0.6092	|	0.2450	0.3388	0.3388	0.3388	|  Best result at epoch 2
98	1.1744	1.2627	|	0.6134	0.6630	0.6630	0.6630	|	0.2135	0.3064	0.3064	0.3064	|  Best result at epoch 2
99	1.1712	1.2625	|	0.5302	0.5832	0.5832	0.5832	|	0.2670	0.3670	0.3670	0.3670	|  Best result at epoch 2
100	1.1820	1.4104	|	0.5625	0.5338	0.5338	0.5338	|	0.2346	0.3328	0.3328	0.3328	|  Best result at epoch 2
101	1.1829	1.2674	|	0.6960	0.6974	0.6974	0.6974	|	0.2212	0.3022	0.3022	0.3022	|  Best result at epoch 2
102	1.1715	1.3094	|	0.5298	0.5828	0.5828	0.5828	|	0.2689	0.3670	0.3670	0.3670	|  Best result at epoch 2
103	1.1774	1.3928	|	0.6573	0.6690	0.6690	0.6690	|	0.2423	0.3246	0.3246	0.3246	|  Best result at epoch 2
104	1.1648	1.2921	|	0.6099	0.6634	0.6634	0.6634	|	0.2758	0.3694	0.3694	0.3694	|  Best result at epoch 2
105	1.1667	1.3356	|	0.5745	0.6154	0.6154	0.6154	|	0.2882	0.3994	0.3994	0.3994	|  Best result at epoch 2
106	1.1811	1.3451	|	0.6092	0.6634	0.6634	0.6634	|	0.2168	0.3056	0.3056	0.3056	|  Best result at epoch 2
