epoch	loss	v_loss	|	v_ma_f1	v_mi_f1	v_pre	v_rec	|	t_ma_f1	t_mi_f1	t_pre	t_rec
47	0.6784	1.7542	|	0.6082	0.6132	0.6132	0.6132	|	0.2612	0.3520	0.3520	0.3520	|  Best result at epoch 9
48	0.6822	1.7467	|	0.5749	0.5854	0.5854	0.5854	|	0.2646	0.3524	0.3524	0.3524	|  Best result at epoch 9
49	0.6814	1.7389	|	0.6082	0.6132	0.6132	0.6132	|	0.2613	0.3524	0.3524	0.3524	|  Best result at epoch 9
50	0.6833	1.8741	|	0.5797	0.5854	0.5854	0.5854	|	0.2730	0.3524	0.3524	0.3524	|  Best result at epoch 9
51	0.6662	1.7527	|	0.6160	0.6132	0.6132	0.6132	|	0.2612	0.3586	0.3586	0.3586	|  Best result at epoch 9
52	0.6720	1.7913	|	0.5881	0.5854	0.5854	0.5854	|	0.2645	0.3586	0.3586	0.3586	|  Best result at epoch 9
53	0.6694	1.8058	|	0.6082	0.6132	0.6132	0.6132	|	0.2620	0.3524	0.3524	0.3524	|  Best result at epoch 9
54	0.6734	1.7994	|	0.5881	0.5854	0.5854	0.5854	|	0.2624	0.3590	0.3590	0.3590	|  Best result at epoch 9
55	0.6658	1.8018	|	0.6324	0.6392	0.6392	0.6392	|	0.3282	0.3936	0.3936	0.3936	|  Best result at epoch 9
56	0.6626	1.6440	|	0.5652	0.5792	0.5792	0.5792	|	0.2802	0.3810	0.3810	0.3810	|  Best result at epoch 9
57	0.6787	1.8083	|	0.6235	0.6132	0.6132	0.6132	|	0.2628	0.3594	0.3594	0.3594	|  Best result at epoch 9
58	0.6732	1.7908	|	0.5855	0.5854	0.5854	0.5854	|	0.2628	0.3532	0.3532	0.3532	|  Best result at epoch 9
59	0.6658	1.8011	|	0.5797	0.5854	0.5854	0.5854	|	0.2613	0.3524	0.3524	0.3524	|  Best result at epoch 9
60	0.6730	1.7619	|	0.6046	0.6136	0.6136	0.6136	|	0.3247	0.3940	0.3940	0.3940	|  Best result at epoch 9
61	0.6697	1.8554	|	0.5797	0.5854	0.5854	0.5854	|	0.2644	0.3524	0.3524	0.3524	|  Best result at epoch 9
62	0.6690	1.8144	|	0.6160	0.6132	0.6132	0.6132	|	0.2617	0.3586	0.3586	0.3586	|  Best result at epoch 9
63	0.6734	1.7715	|	0.6160	0.6132	0.6132	0.6132	|	0.2626	0.3590	0.3590	0.3590	|  Best result at epoch 9
64	0.6692	1.7294	|	0.6235	0.6132	0.6132	0.6132	|	0.2620	0.3590	0.3590	0.3590	|  Best result at epoch 9
65	0.6642	1.7007	|	0.6043	0.6132	0.6132	0.6132	|	0.3287	0.3932	0.3932	0.3932	|  Best result at epoch 9
66	0.6740	1.7041	|	0.5943	0.5968	0.5968	0.5968	|	0.2322	0.3112	0.3112	0.3112	|  Best result at epoch 9
67	0.6687	1.9389	|	0.5722	0.5858	0.5858	0.5858	|	0.3249	0.3940	0.3940	0.3940	|  Best result at epoch 9
68	0.6682	1.8914	|	0.5631	0.5778	0.5778	0.5778	|	0.3643	0.4462	0.4462	0.4462	|  Best result at epoch 9
69	0.6704	1.7809	|	0.5797	0.5854	0.5854	0.5854	|	0.2639	0.3520	0.3520	0.3520	|  Best result at epoch 9
70	0.6682	1.8119	|	0.6082	0.6132	0.6132	0.6132	|	0.2612	0.3520	0.3520	0.3520	|  Best result at epoch 9
71	0.6682	1.8146	|	0.5719	0.5854	0.5854	0.5854	|	0.3247	0.3932	0.3932	0.3932	|  Best result at epoch 9
72	0.6715	1.8132	|	0.5749	0.5854	0.5854	0.5854	|	0.2658	0.3532	0.3532	0.3532	|  Best result at epoch 9
73	0.6649	1.7405	|	0.6082	0.6132	0.6132	0.6132	|	0.3292	0.3936	0.3936	0.3936	|  Best result at epoch 9
74	0.6727	1.7453	|	0.5913	0.6328	0.6328	0.6328	|	0.2546	0.3224	0.3224	0.3224	|  Best result at epoch 9
75	0.6756	1.6549	|	0.6370	0.6388	0.6388	0.6388	|	0.2613	0.3524	0.3524	0.3524	|  Best result at epoch 9
76	0.6655	1.6837	|	0.5749	0.5854	0.5854	0.5854	|	0.2637	0.3520	0.3520	0.3520	|  Best result at epoch 9
77	0.6718	1.8039	|	0.5855	0.5854	0.5854	0.5854	|	0.2624	0.3528	0.3528	0.3528	|  Best result at epoch 9
78	0.6626	1.8886	|	0.5588	0.5778	0.5778	0.5778	|	0.3575	0.4364	0.4364	0.4364	|  Best result at epoch 9
79	0.6689	1.8242	|	0.6082	0.6132	0.6132	0.6132	|	0.2616	0.3524	0.3524	0.3524	|  Best result at epoch 9
80	0.6696	1.7341	|	0.6135	0.6132	0.6132	0.6132	|	0.2620	0.3524	0.3524	0.3524	|  Best result at epoch 9
81	0.6804	1.8216	|	0.6043	0.6132	0.6132	0.6132	|	0.3247	0.3932	0.3932	0.3932	|  Best result at epoch 9
82	0.6673	1.8244	|	0.5752	0.5854	0.5854	0.5854	|	0.3237	0.3924	0.3924	0.3924	|  Best result at epoch 9
83	0.6651	1.8921	|	0.5722	0.5858	0.5858	0.5858	|	0.3249	0.3940	0.3940	0.3940	|  Best result at epoch 9
84	0.6756	1.7559	|	0.6046	0.6136	0.6136	0.6136	|	0.3245	0.3936	0.3936	0.3936	|  Best result at epoch 9
85	0.6711	1.7588	|	0.5994	0.5806	0.5806	0.5806	|	0.2092	0.2868	0.2868	0.2868	|  Best result at epoch 9
86	0.6667	1.9006	|	0.5722	0.5858	0.5858	0.5858	|	0.3249	0.3940	0.3940	0.3940	|  Best result at epoch 9
87	0.6763	1.7704	|	0.5719	0.5854	0.5854	0.5854	|	0.3237	0.3924	0.3924	0.3924	|  Best result at epoch 9
88	0.6678	1.8121	|	0.5797	0.5854	0.5854	0.5854	|	0.3276	0.3936	0.3936	0.3936	|  Best result at epoch 9
89	0.6679	1.7792	|	0.5854	0.5854	0.5854	0.5854	|	0.2624	0.3528	0.3528	0.3528	|  Best result at epoch 9
90	0.6672	1.6600	|	0.5722	0.5858	0.5858	0.5858	|	0.3235	0.3928	0.3928	0.3928	|  Best result at epoch 9
91	0.6624	1.7063	|	0.5387	0.5574	0.5574	0.5574	|	0.3242	0.3928	0.3928	0.3928	|  Best result at epoch 9
92	0.6609	1.7155	|	0.6369	0.6388	0.6388	0.6388	|	0.3237	0.3932	0.3932	0.3932	|  Best result at epoch 9
93	0.6649	1.6233	|	0.5855	0.5854	0.5854	0.5854	|	0.2660	0.3594	0.3594	0.3594	|  Best result at epoch 9
94	0.6586	1.5566	|	0.6135	0.6132	0.6132	0.6132	|	0.2600	0.3524	0.3524	0.3524	|  Best result at epoch 9
95	0.6645	1.6408	|	0.6046	0.6136	0.6136	0.6136	|	0.2706	0.3520	0.3520	0.3520	|  Best result at epoch 9
96	0.6589	1.8080	|	0.6082	0.6132	0.6132	0.6132	|	0.3292	0.3936	0.3936	0.3936	|  Best result at epoch 9
97	0.6610	1.7242	|	0.6321	0.6388	0.6388	0.6388	|	0.3271	0.3932	0.3932	0.3932	|  Best result at epoch 9
98	0.6588	1.7102	|	0.6051	0.6584	0.6584	0.6584	|	0.2520	0.3220	0.3220	0.3220	|  Best result at epoch 9
99	0.6567	1.6156	|	0.5959	0.5854	0.5854	0.5854	|	0.2623	0.3590	0.3590	0.3590	|  Best result at epoch 9
100	0.6509	1.7830	|	0.5559	0.5352	0.5352	0.5352	|	0.2616	0.3524	0.3524	0.3524	|  Best result at epoch 9
101	0.6576	1.8689	|	0.5802	0.5792	0.5792	0.5792	|	0.3265	0.3928	0.3928	0.3928	|  Best result at epoch 9
102	0.6547	1.7416	|	0.5880	0.5854	0.5854	0.5854	|	0.3241	0.3936	0.3936	0.3936	|  Best result at epoch 9
103	0.6566	1.6978	|	0.5756	0.5858	0.5858	0.5858	|	0.2670	0.3520	0.3520	0.3520	|  Best result at epoch 9
104	0.6503	1.7668	|	0.5539	0.5578	0.5578	0.5578	|	0.3237	0.3932	0.3932	0.3932	|  Best result at epoch 9
105	0.6524	1.7359	|	0.5752	0.5854	0.5854	0.5854	|	0.3259	0.3924	0.3924	0.3924	|  Best result at epoch 9
106	0.6533	1.7792	|	0.5429	0.5578	0.5578	0.5578	|	0.3232	0.3928	0.3928	0.3928	|  Best result at epoch 9
107	0.6561	1.9515	|	0.4275	0.4298	0.4298	0.4298	|	0.3228	0.3924	0.3924	0.3924	|  Best result at epoch 9
108	0.6569	1.7283	|	0.6235	0.6132	0.6132	0.6132	|	0.2601	0.3516	0.3516	0.3516	|  Best result at epoch 9
109	0.6535	1.8799	|	0.5880	0.5854	0.5854	0.5854	|	0.3265	0.3928	0.3928	0.3928	|  Best result at epoch 9
110	0.6568	1.6602	|	0.6327	0.6132	0.6132	0.6132	|	0.2695	0.3520	0.3520	0.3520	|  Best result at epoch 9
111	0.6472	1.7809	|	0.4483	0.4572	0.4572	0.4572	|	0.2609	0.3520	0.3520	0.3520	|  Best result at epoch 9
112	0.6526	1.8554	|	0.5880	0.5854	0.5854	0.5854	|	0.3259	0.3924	0.3924	0.3924	|  Best result at epoch 9
113	0.6508	1.8279	|	0.5799	0.5858	0.5858	0.5858	|	0.3242	0.3936	0.3936	0.3936	|  Best result at epoch 9
