0	0
1	1
2	521
3	578
4	102
5	2
6	77
7	20
8	269
9	603
10	108
11	658
12	678
13	614
14	71
15	597
16	46
17	45
18	48298
19	533
20	532
21	612
22	7
23	4
24	8
25	106
26	477
27	459
28	35
29	59
30	428
31	242
32	820
33	392
34	237
35	232
36	9
37	3752
38	13
39	508
40	5
41	18
42	465
43	31
44	5486
45	32
46	5479
47	11
48	358
49	19
50	5542
51	12
52	5528
53	3
54	575
55	6
56	16
57	85
58	21
59	37
60	27
61	562
62	176
63	5516
64	487
65	485
66	94
67	99
68	476
69	5534
70	5527
71	481
72	433
73	80
74	26
75	22
76	499
77	545
78	480
79	1247
80	87
81	5481
82	30
83	165
84	5543
85	83
86	25
87	5515
88	546
89	104
90	28
91	250
92	10
93	51
94	189
95	52
96	191
97	317
98	218
99	318
100	248
101	5547
102	53
103	246
104	610
105	70
106	336
107	188
108	297
109	47
110	14
111	49
112	239
113	309
114	57
115	259
116	348
117	44
118	93
119	366
120	42
121	370
122	371
123	383
124	364
125	61
126	291
127	24
128	110
129	115
130	142
131	48229
132	174
133	109
134	129
135	36
136	156
137	178
138	72
139	15
140	177
141	243
142	264
143	211
144	69
145	5531
146	5551
147	274
148	293
149	55
150	5538
151	67
152	298
153	280
154	346
155	279
156	276
157	58
158	299
159	68
160	216
161	471
162	3761
163	393
164	314
165	518
166	3382
167	207
168	2227
169	674
170	158
171	3365
172	368
173	369
174	3384
175	54
176	2131
177	40
178	381
179	50155
180	483
181	516
182	23
183	147
184	238
185	1708
186	416
187	582
188	90
189	579
190	602
191	227
192	206
193	247
194	231
195	249
196	200
197	195
198	263
199	265
200	38
201	66
202	33
203	2049
204	4385
205	50050
206	446
207	29
208	454
209	492
210	482
211	362
212	359
213	76
214	307
215	352
216	367
217	350
218	470
219	75
220	489
221	461
222	963
223	430
224	601
225	335
226	509
227	488
228	964
229	17
230	630
231	403
232	633
233	629
234	347
235	395
236	331
237	213
238	181
239	89
240	255
241	256
242	277
243	65
244	3740
245	3739
246	91
247	694
248	491
249	747
250	740
251	757
252	153
253	764
254	760
255	739
256	753
257	758
258	748
259	750
260	152
261	751
262	693
263	300
264	313
265	320
266	304
267	226
268	5233
269	1952
270	328
271	327
272	378
273	380
274	345
275	316
276	14176
277	504
278	703
279	1678
280	5219
281	50024
282	97
283	236
284	357
285	349
286	354
287	342
288	554
289	569
290	547
291	132
292	557
293	48
294	548
295	549
296	550
297	302
298	647
299	572
300	558
301	535
302	32145
303	573
304	565
305	566
306	113
307	584
308	175
309	816
310	828
311	96
312	829
313	95
314	832
315	915
316	825
317	618
318	4816
319	11903
320	51609
321	412
322	43
323	3742
324	64
325	51608
326	423
327	417
328	51598
329	927
330	435
331	450
332	939
333	51597
334	526
335	500
336	125
337	457
338	493
339	484
340	112
341	105
342	186
343	568
344	975
345	1030
346	992
347	1012
348	979
349	146
350	1037
351	1054
352	1042
353	1056
354	1044
355	1039
356	1040
357	436
358	123
359	438
360	409
361	63
362	413
363	230
364	215
365	39
366	192
367	201
368	5758
369	3883
370	5759
371	903
372	1521
373	78
374	468
375	935
376	421
377	400
378	379
379	5749
380	713
381	1752
382	486
383	321
384	522
385	209
386	253
387	286
388	275
389	117
390	98
391	437
392	479
393	475
394	5923
395	100
396	467
397	478
398	472
399	41
400	5764
401	5681
402	315
403	60
404	322
405	325
406	1474
407	284
408	283
409	266
410	196
411	702
412	687
413	107
414	676
415	463
416	657
417	655
418	656
419	941
420	943
421	3973
422	497
423	397
424	466
425	474
426	343
427	542
428	541
429	48070
430	5644
431	445
432	512
433	517
434	513
435	50
436	204
437	288
438	290
439	823
440	811
441	103
442	1027
443	1089
444	257
445	258
446	260
447	1087
448	219
449	197
450	473
451	501
452	1169
453	14996
454	1097
455	1103
456	1105
457	1104
458	1082
459	1032
460	287
461	2116
462	2111
463	2098
464	494
465	495
466	2115
467	2112
468	2129
469	455
470	1182
471	818
472	756
473	746
474	14997
475	743
476	51802
477	48074
478	252
479	1057
480	1106
481	1108
482	1100
483	1101
484	1099
485	185
486	5776
487	732
488	718
489	717
490	716
491	714
492	725
493	733
494	736
495	731
496	706
497	170
498	738
499	752
500	51679
501	734
502	704
503	51680
504	701
505	742
506	520
507	705
508	735
509	442
510	420
511	51681
512	1031
513	1004
514	991
515	966
516	1035
517	1026
518	14993
519	1066
520	1074
521	1033
522	140
523	443
524	119
525	505
526	570
527	14419
528	506
529	426
530	84
531	510
532	179
533	498
534	469
535	221
536	868
537	3980
538	5751
539	220
540	431
541	429
542	440
543	5760
544	222
545	503
546	3979
547	240
548	448
549	172
550	171
551	155
552	190
553	234
554	5748
555	261
556	199
557	212
558	169
559	408
560	406
561	285
562	319
563	268
564	224
565	462
566	194
567	193
568	131
569	271
570	356
571	205
572	198
573	214
574	203
575	251
576	447
577	653
578	210
579	308
580	245
581	162
582	135
583	1479
584	576
585	387
586	267
587	126
588	5650
589	273
590	3843
591	862
592	5662
593	244
594	241
595	233
596	5649
597	270
598	5774
599	73
600	399
601	976
602	1198
603	5666
604	5755
605	272
606	543
607	1592
608	580
609	225
610	128
611	3844
612	425
613	187
614	278
615	5631
616	427
617	5643
618	514
619	5622
620	5612
621	74
622	5652
623	525
624	534
625	5788
626	544
627	527
628	334
629	1116
630	374
631	5637
632	595
633	530
634	396
635	5642
636	305
637	5640
638	289
639	5646
640	353
641	151
642	5660
643	5709
644	301
645	3934
646	143
647	4024
648	355
649	3842
650	34
651	351
652	82
653	344
654	419
655	464
656	418
657	294
658	434
659	711
660	229
661	228
662	338
663	1102
664	5777
665	122
666	5772
667	449
668	5763
669	1129
670	458
671	154
672	451
673	422
674	398
675	1130
676	5757
677	118
678	460
679	1132
680	5761
681	5766
682	114
683	5808
684	515
685	281
686	5780
687	502
688	312
689	3938
690	202
691	254
692	3870
693	296
694	208
695	145
696	124
697	5762
698	1015
699	5775
700	5754
701	5641
702	382
703	120
704	410
705	311
706	5696
707	439
708	1096
709	424
710	292
711	415
712	404
713	3862
714	282
715	388
716	1715
717	391
718	414
719	79
720	262
721	5613
722	1091
723	5790
724	5752
725	537
726	5526
727	1065
728	339
729	5535
730	536
731	121
732	925
733	432
734	456
735	101
736	1036
737	490
738	496
739	519
740	5633
741	5632
742	182
743	5658
744	593
745	619
746	564
747	529
748	574
749	561
750	622
751	560
752	5726
753	168
754	295
755	1114
756	594
757	157
758	5785
759	929
760	5769
761	587
762	401
763	524
764	137
765	411
766	5773
767	452
768	453
769	5714
770	559
771	405
772	88
773	163
774	860
775	5635
776	444
777	511
778	5677
779	1623
780	116
781	5753
782	5742
783	330
784	217
785	180
786	1485
787	5616
788	531
789	551
790	684
791	596
792	672
793	5657
794	1142
795	167
796	5765
797	5771
798	324
799	5820
800	1329
801	5664
802	5781
803	160
804	441
805	5805
806	56
807	3907
808	5645
809	5647
810	303
811	5782
812	385
813	323
814	326
815	591
816	144
817	407
818	223
819	81
820	5798
821	1149
822	62
823	1134
824	1292
825	5663
826	917
827	134
828	337
829	662
830	3847
831	908
832	5620
833	340
834	1136
835	5807
836	1128
837	667
838	361
839	3845
840	5685
841	5689
842	5691
843	5683
844	5795
845	5671
846	5789
847	1150
848	5791
849	5809
850	92
851	306
852	3884
853	507
854	553
855	552
856	1319
857	563
858	556
859	1090
860	1126
861	5745
862	386
863	373
864	402
865	376
866	5746
867	5630
868	5628
869	377
870	5661
871	950
872	166
873	5734
874	173
875	5878
876	235
877	895
878	5607
879	5636
880	1255
881	130
882	1585
883	1332
884	1333
885	5779
886	333
887	5747
888	528
889	5733
890	5690
891	523
892	5786
893	5654
894	538
895	2152
896	3600
897	788
898	2302
899	3723
900	3717
901	3718
902	394
903	390
904	3719
905	3721
906	2608
907	384
908	3689
909	2386
910	184
911	2387
912	3722
913	886
914	1325
915	4216
916	48084
917	8585
918	641
919	47879
920	332
921	812
922	607
923	787
924	835
925	803
926	30761
927	821
928	842
929	840
930	839
931	631
932	863
933	864
934	670
935	890
936	896
937	905
938	892
939	891
940	2125
941	876
942	2134
943	2148
944	2138
945	880
946	906
947	47880
948	643
949	869
950	867
951	2127
952	48113
953	2126
954	2235
955	2124
956	2130
957	2128
958	2180
959	726
960	761
961	745
962	755
963	2123
964	183
965	2083
966	2244
967	2246
968	2247
969	2251
970	2250
971	2269
972	2266
973	2265
974	2222
975	2248
976	2151
977	2273
978	2270
979	2245
980	3699
981	708
982	48040
983	11640
984	1876
985	1909
986	1884
987	1895
988	1885
989	1569
990	1568
991	1570
992	1590
993	1571
994	1589
995	1588
996	1581
997	1628
998	1582
999	555
